state,district,station,lat,lon,date,level_mbgl,agency
Andhra Pradesh,Krishna,Gopalapuram,16.97917,80.65833,2013-01-04,3.79,CGWB
Andhra Pradesh,Krishna,Gopalapuram,16.97917,80.65833,2013-05-14,10.34,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2013-01-04,1.16,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2013-05-14,1.74,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2014-01-04,1.1,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2014-05-14,1.84,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2014-08-24,2.01,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2014-11-04,1.7,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2015-01-04,2.09,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2015-05-14,3.45,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2015-08-24,1.75,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2015-11-04,2.54,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2016-08-24,3.45,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2016-11-04,0.2,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2017-01-04,3.45,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2018-08-19,2.69,CGWB
Andhra Pradesh,Krishna,Gudivada,16.43333,80.99167,2018-11-04,3.45,CGWB
Andhra Pradesh,Krishna,Bapulapadu-PZ 3,16.64583,80.9625,2014-08-24,12.8,CGWB
Andhra Pradesh,Krishna,Bapulapadu-PZ 3,16.64583,80.9625,2020-11-29,11.6,CGWB
Andhra Pradesh,Krishna,Bapulapadu-PZ 3,16.64583,80.9625,2021-01-09,14.16,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2013-11-04,2.42,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2014-01-04,3.36,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2014-05-14,7.36,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2014-08-24,5.36,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2014-11-04,4.74,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2015-01-04,5.76,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2015-05-14,8.16,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2015-08-24,4.89,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2015-11-04,6.04,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2016-01-04,7.28,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2016-05-14,10.26,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2016-08-24,6.91,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2016-11-04,4.86,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2017-01-04,6.14,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2017-05-14,9.34,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2017-08-24,4.73,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2017-11-04,6.37,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2017-12-31,6.98,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-05-19,10.68,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-08-19,5.44,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-11-04,5.68,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-11-11,5.66,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-11-18,6.01,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-11-25,6.41,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-12-04,6.76,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-12-11,7.26,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-12-18,7.41,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2018-12-25,6.41,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2019-01-04,6.53,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2019-05-04,8.31,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2019-08-19,6.66,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2019-10-31,3.81,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2020-01-09,4.88,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2020-11-29,2.81,CGWB
Andhra Pradesh,Krishna,Anasagaram,16.78944,80.27528,2021-01-09,3.81,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2014-05-14,1.82,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2014-08-24,1.71,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2014-11-04,1.38,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2015-01-04,1.6,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2015-05-14,2.45,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2015-08-24,1.15,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2015-11-04,1.4,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2016-01-04,1.5,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2016-05-14,1.56,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2016-08-24,1.22,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2016-11-04,1.4,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2017-01-04,1.5,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2017-05-14,2.41,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2017-08-24,1.49,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2017-11-04,1.42,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2017-12-31,1.66,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2018-05-19,2.2,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2018-08-19,0.68,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2018-11-04,1.28,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2019-01-04,1.81,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2019-05-04,1.68,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2019-08-19,1.09,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2019-10-31,1.04,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2020-01-09,1.2,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2020-11-29,0.65,CGWB
Andhra Pradesh,Krishna,Kalidindi-DW14,16.50889,81.29917,2021-01-09,1.45,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2013-11-04,0.37,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2014-05-14,2.57,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2014-08-24,9.39,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2014-11-04,0.76,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2015-01-04,1.08,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2015-05-14,9.25,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2015-08-24,12.87,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2015-11-04,10.73,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2016-01-04,0.6,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2016-08-24,2.02,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2016-11-04,0.57,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2017-01-04,1.18,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2017-05-14,14.74,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2017-08-24,12.0,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2017-11-04,0.83,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2017-12-31,0.72,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2018-05-19,1.77,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2018-08-19,2.57,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2018-11-04,0.67,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2019-01-04,12.74,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2019-05-04,1.68,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2019-08-19,2.08,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2019-10-31,0.67,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2020-01-09,1.3,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2020-11-29,0.32,CGWB
Andhra Pradesh,Krishna,B B Gudem,16.53917,80.65167,2021-01-09,0.73,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2013-01-04,5.21,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2013-05-14,5.16,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2013-11-04,2.42,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2014-01-04,3.45,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2014-05-14,8.7,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2014-08-24,4.28,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2014-11-04,3.94,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2015-01-04,6.27,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2015-05-14,9.35,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2015-08-24,5.3,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2015-11-04,5.61,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2016-08-24,5.8,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2016-11-04,3.4,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2017-01-04,5.46,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2017-05-14,9.0,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2017-08-24,6.1,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2017-11-04,4.19,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2017-12-31,5.9,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-05-19,10.35,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-08-19,1.63,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-11-04,4.27,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-11-11,4.6,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-11-18,4.7,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-11-25,4.8,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-12-04,4.9,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-12-11,5.1,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-12-18,5.3,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2018-12-25,5.5,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2019-01-04,5.32,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2019-05-04,8.39,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2019-08-19,7.67,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2019-10-31,3.58,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2020-01-09,6.26,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2020-11-29,5.5,CGWB
Andhra Pradesh,Krishna,Kakarla,17.04167,80.65,2021-01-09,4.53,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2014-05-14,4.26,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2014-08-24,3.35,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2014-11-04,1.17,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2015-01-04,2.28,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2015-05-14,5.04,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2015-08-24,1.75,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2015-11-04,1.76,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2016-01-04,2.87,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2016-08-24,0.68,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2016-11-04,1.2,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2017-01-04,2.88,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2017-05-14,4.15,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2017-08-24,0.2,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2017-11-04,4.17,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2017-12-31,3.33,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2018-05-19,4.95,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2018-08-19,0.69,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2018-11-04,3.9,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2019-01-04,2.27,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2019-05-04,4.04,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2019-08-19,3.88,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2019-10-31,0.8,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2020-01-09,1.52,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2020-11-29,0.95,CGWB
Andhra Pradesh,Krishna,Veenagadapa-DW14,17.00361,80.53056,2021-01-09,1.93,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2013-01-04,2.85,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2013-05-14,3.8,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2013-11-04,2.35,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2014-01-04,2.42,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2014-05-14,4.02,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2014-08-24,2.95,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2014-11-04,2.31,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2015-01-04,2.78,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2015-05-14,3.57,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2015-08-24,3.0,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2015-11-04,2.89,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2016-05-14,4.5,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2016-08-24,2.83,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2016-11-04,2.45,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2017-01-04,3.37,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2017-05-14,3.61,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2017-08-24,2.58,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2017-11-04,2.79,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2017-12-31,3.5,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2018-05-19,5.03,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2018-08-19,1.8,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2018-11-04,2.86,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2019-01-04,3.08,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2019-05-04,4.69,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2019-08-19,2.76,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2019-10-31,2.23,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2020-01-09,2.6,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2020-11-29,2.27,CGWB
Andhra Pradesh,Krishna,Mudinepalli,16.42333,81.12,2021-01-09,2.45,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2014-05-14,2.65,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2014-08-24,0.9,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2014-11-04,1.28,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2015-01-04,0.97,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2015-05-14,2.22,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2015-08-24,1.6,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2015-11-04,1.31,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2016-01-04,1.99,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2016-08-24,1.36,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2016-11-04,0.9,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2017-01-04,1.44,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2017-05-14,2.93,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2017-08-24,0.09,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2017-11-04,1.35,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2017-12-31,1.62,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2018-05-19,2.72,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2018-08-19,0.75,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2018-11-04,0.65,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2019-01-04,1.56,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2019-05-04,2.98,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2019-08-19,1.03,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2019-10-31,0.94,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2020-01-09,1.85,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2020-11-29,1.55,CGWB
Andhra Pradesh,Krishna,Mallapparajgudem-DW14,16.40917,81.20917,2021-01-09,1.02,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2015-05-14,2.43,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2015-08-24,1.44,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2015-11-04,1.53,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2016-01-04,1.75,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2016-08-24,1.85,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2016-11-04,1.75,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2017-01-04,2.13,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2017-05-14,3.04,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2017-08-24,1.73,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2017-11-04,1.63,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2017-12-31,2.0,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2018-05-19,2.77,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2018-08-19,1.24,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2018-11-04,0.9,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2019-01-04,1.89,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2019-05-04,2.71,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2019-08-19,1.71,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2019-10-31,1.22,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2020-01-09,1.88,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2020-11-29,1.2,CGWB
Andhra Pradesh,Krishna,Malleshwaram-DW14,16.36167,81.24889,2021-01-09,1.53,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2013-01-01,4.89,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2013-01-04,3.86,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2013-05-14,4.09,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2014-05-14,3.61,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2014-08-24,2.6,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2014-11-04,3.31,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2015-01-04,3.42,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2015-05-14,3.85,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2015-08-24,3.05,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2015-11-04,3.15,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2016-05-14,4.27,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2017-01-04,3.28,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2017-05-14,3.43,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2017-08-24,2.77,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2017-12-31,3.04,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2018-05-19,3.58,CGWB
Andhra Pradesh,Krishna,Kanchikacherla 2010Pz,16.68111,80.395,2019-05-04,3.48,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2015-01-04,2.12,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2015-05-14,2.39,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2015-08-24,1.55,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2015-11-04,0.87,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2016-01-04,1.87,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2016-08-24,1.6,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2016-11-04,1.0,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2017-01-04,2.51,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2017-05-14,2.19,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2017-08-24,1.11,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2017-11-04,1.34,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2017-12-31,1.65,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2018-05-19,2.27,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2018-08-19,0.95,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2018-11-04,1.5,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2019-01-04,1.03,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2019-05-04,1.96,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2019-08-19,1.31,CGWB
Andhra Pradesh,Krishna,Kautaram-DW14,16.34583,81.24472,2019-10-31,0.8,CGWB
