mandal_id,elevation_m,slope_deg,twi
SRI POTTI SRIRAMULU NELLORE|NAIDUPET,24.0,2.5,9.0
SRI POTTI SRIRAMULU NELLORE|PELLAKUR,36.0,2.5,9.0
SRI POTTI SRIRAMULU NELLORE|DORAVARISATRAM,17.0,2.5,9.0
SRI POTTI SRIRAMULU NELLORE|SULLURPETA,0.0,2.5,9.0
SRI POTTI SRIRAMULU NELLORE|TADA,0.0,2.5,9.0
Y.S.R.|KONDAPURAM,223.0,5.0,7.0
Y.S.R.|MYLAVARAM,200.0,5.0,7.0
Y.S.R.|PEDDAMUDIUM,166.0,5.0,7.0
Y.S.R.|RAJUPALEM,156.0,5.0,7.0
Y.S.R.|DUVVUR,155.0,5.0,7.0
Y.S.R.|S.MYDUKUR,274.0,5.0,7.0
Y.S.R.|BRAHMAMGARIMATTAM,161.0,5.0,7.0
Y.S.R.|SRI AVADHUTHA KASINAYANA,220.0,5.0,7.0
Y.S.R.|KALASAPADU,204.0,5.0,7.0
Y.S.R.|PORUMAMILLA,192.0,5.0,7.0
Y.S.R.|B.KODUR,145.0,5.0,7.0
Y.S.R.|BADVEL,120.0,5.0,7.0
Y.S.R.|GOPAVARAM,120.0,5.0,7.0
Y.S.R.|KHAJIPET,134.0,5.0,7.0
Y.S.R.|CHAPAD,145.0,5.0,7.0
Y.S.R.|PRODDATUR,156.0,5.0,7.0
Y.S.R.|JAMMALAMADUGU,185.0,5.0,7.0
Y.S.R.|MUDDANUR,242.0,5.0,7.0
Y.S.R.|SIMHADRIPURAM,231.0,5.0,7.0
Y.S.R.|LINGALA,332.0,5.0,7.0
Y.S.R.|PULIVENDLA,291.0,5.0,7.0
Y.S.R.|VEMULA,224.0,5.0,7.0
Y.S.R.|THONDUR,212.0,5.0,7.0
Y.S.R.|VEERAPUNAYUNIPALLE,193.0,5.0,7.0
Y.S.R.|YERRAGUNTLA,173.0,5.0,7.0
Y.S.R.|KAMALAPURAM,154.0,5.0,7.0
Y.S.R.|VALLUR,141.0,5.0,7.0
Y.S.R.|CHENNUR,157.0,5.0,7.0
Y.S.R.|ATLUR,100.0,5.0,7.0
Y.S.R.|VONTIMITTA,121.0,5.0,7.0
Y.S.R.|SIDHOUT,685.0,5.0,7.0
Y.S.R.|KADAPA,123.0,5.0,7.0
Y.S.R.|CHINTHAKOMMADINNE,155.0,5.0,7.0
Y.S.R.|PENDLIMARRI,497.0,5.0,7.0
Y.S.R.|VEMPALLE,239.0,5.0,7.0
Y.S.R.|CHAKRAYAPET,269.0,5.0,7.0
Y.S.R.|GALIVEEDU,397.0,5.0,7.0
Y.S.R.|CHINNAMANDEM,480.0,5.0,7.0
Y.S.R.|SAMBEPALLE,440.0,5.0,7.0
Y.S.R.|T SUNDUPALLE,271.0,5.0,7.0
Y.S.R.|RAYACHOTI,374.0,5.0,7.0
Y.S.R.|LAKKIREDDIPALLE,408.0,5.0,7.0
Y.S.R.|RAMAPURAM,323.0,5.0,7.0
Y.S.R.|VEERABALLE,265.0,5.0,7.0
Y.S.R.|NANDALUR,245.0,5.0,7.0
Y.S.R.|PENAGALUR,133.0,5.0,7.0
Y.S.R.|CHITVEL,212.0,5.0,7.0
Y.S.R.|RAJAMPET,175.0,5.0,7.0
Y.S.R.|PULLAMPETA,246.0,5.0,7.0
Y.S.R.|OBULAVARIPALLE,189.0,5.0,7.0
Y.S.R.|KODUR,196.0,5.0,7.0
KURNOOL|MANTRALAYAM,345.0,5.0,7.0
KURNOOL|KOSIGI,346.0,5.0,7.0
KURNOOL|KOWTHALAM,366.0,5.0,7.0
KURNOOL|PEDDA KADUBUR,384.0,5.0,7.0
KURNOOL|YEMMIGANUR,382.0,5.0,7.0
KURNOOL|NANDAVARAM,337.0,5.0,7.0
KURNOOL|C.BELAGAL,310.0,5.0,7.0
KURNOOL|GUDUR,339.0,5.0,7.0
KURNOOL|KALLUR,307.0,5.0,7.0
KURNOOL|KURNOOL,299.0,5.0,7.0
KURNOOL|NANDIKOTKUR,281.0,5.0,7.0
KURNOOL|PAGIDYALA,290.0,5.0,7.0
KURNOOL|JUPADU BUNGALOW,282.0,5.0,7.0
KURNOOL|KOTHAPALLE,334.0,5.0,7.0
KURNOOL|SRISAILAM,468.0,5.0,7.0
KURNOOL|ATMAKUR,578.0,5.0,7.0
KURNOOL|PAMULAPADU,292.0,5.0,7.0
KURNOOL|MIDTHUR,305.0,5.0,7.0
KURNOOL|ORVAKAL,348.0,5.0,7.0
KURNOOL|KODUMUR,353.0,5.0,7.0
KURNOOL|GONEGANDLA,376.0,5.0,7.0
KURNOOL|ADONI,407.0,5.0,7.0
KURNOOL|HOLAGUNDA,413.0,5.0,7.0
KURNOOL|HALAHARVI,417.0,5.0,7.0
KURNOOL|ALUR,462.0,5.0,7.0
KURNOOL|ASPARI,437.0,5.0,7.0
KURNOOL|DEVANAKONDA,465.0,5.0,7.0
KURNOOL|KRISHNAGIRI,392.0,5.0,7.0
KURNOOL|VELDURTHI,397.0,5.0,7.0
KURNOOL|BETHAMCHERLA,439.0,5.0,7.0
KURNOOL|PANYAM,276.0,5.0,7.0
KURNOOL|GADIVEMULA,327.0,5.0,7.0
KURNOOL|VELGODE,254.0,5.0,7.0
KURNOOL|BANDI ATMAKUR,232.0,5.0,7.0
KURNOOL|NANDYAL,209.0,5.0,7.0
KURNOOL|MAHANANDI,238.0,5.0,7.0
KURNOOL|SIRVEL,207.0,5.0,7.0
KURNOOL|GOSPADU,205.0,5.0,7.0
KURNOOL|BANAGANAPALLE,243.0,5.0,7.0
KURNOOL|DHONE,446.0,5.0,7.0
KURNOOL|PATTIKONDA,456.0,5.0,7.0
KURNOOL|CHIPPAGIRI,436.0,5.0,7.0
KURNOOL|MADDIKERA (EAST),462.0,5.0,7.0
KURNOOL|TUGGALI,541.0,5.0,7.0
KURNOOL|PEAPALLY,500.0,5.0,7.0
KURNOOL|OWK,271.0,5.0,7.0
KURNOOL|KOILKUNTLA,196.0,5.0,7.0
KURNOOL|RUDRAVARAM,221.0,5.0,7.0
KURNOOL|ALLAGADDA,181.0,5.0,7.0
KURNOOL|DORNIPADU,183.0,5.0,7.0
KURNOOL|SANJAMALA,200.0,5.0,7.0
KURNOOL|KOLIMIGUNDLA,301.0,5.0,7.0
KURNOOL|UYYALAWADA,175.0,5.0,7.0
KURNOOL|CHAGALAMARRI,178.0,5.0,7.0
ANANTAPUR|D.HIREHAL,484.0,5.0,7.0
ANANTAPUR|RAYADURG,531.0,5.0,7.0
ANANTAPUR|KANEKAL,453.0,5.0,7.0
ANANTAPUR|BOMMANAHAL,443.0,5.0,7.0
ANANTAPUR|VIDAPANAKAL,455.0,5.0,7.0
ANANTAPUR|GUNTAKAL,417.0,5.0,7.0
ANANTAPUR|GOOTY,357.0,5.0,7.0
ANANTAPUR|PEDDAVADUGUR,317.0,5.0,7.0
ANANTAPUR|YADIKI,294.0,5.0,7.0
ANANTAPUR|TADPATRI,244.0,5.0,7.0
ANANTAPUR|PEDDAPAPPUR,256.0,5.0,7.0
ANANTAPUR|PAMIDI,327.0,5.0,7.0
ANANTAPUR|VAJRAKARUR,468.0,5.0,7.0
ANANTAPUR|URAVAKONDA,471.0,5.0,7.0
ANANTAPUR|BELUGUPPA,496.0,5.0,7.0
ANANTAPUR|GUMMAGATTA,517.0,5.0,7.0
ANANTAPUR|BRAHMASAMUDRAM,508.0,5.0,7.0
ANANTAPUR|KALYANDURG,507.0,5.0,7.0
ANANTAPUR|ATMAKUR,442.0,5.0,7.0
ANANTAPUR|KUDAIR,438.0,5.0,7.0
ANANTAPUR|GARLADINNE,336.0,5.0,7.0
ANANTAPUR|SINGANAMALA,392.0,5.0,7.0
ANANTAPUR|PUTLUR,309.0,5.0,7.0
ANANTAPUR|YELLANUR,266.0,5.0,7.0
ANANTAPUR|NARPALA,319.0,5.0,7.0
ANANTAPUR|BUKKARAYA SAMUDRAM,324.0,5.0,7.0
ANANTAPUR|ANANTAPUR,364.0,5.0,7.0
ANANTAPUR|RAPTADU,389.0,5.0,7.0
ANANTAPUR|SETTUR,552.0,5.0,7.0
ANANTAPUR|KUNDURPI,601.0,5.0,7.0
ANANTAPUR|KAMBADUR,543.0,5.0,7.0
ANANTAPUR|KANAGANAPALLE,435.0,5.0,7.0
ANANTAPUR|DHARMAVARAM,345.0,5.0,7.0
ANANTAPUR|BATHALAPALLE,347.0,5.0,7.0
ANANTAPUR|TADIMARRI,323.0,5.0,7.0
ANANTAPUR|MUDIGUBBA,396.0,5.0,7.0
ANANTAPUR|TALUPULA,433.0,5.0,7.0
ANANTAPUR|NAMBULIPULIKUNTA,468.0,5.0,7.0
ANANTAPUR|GANDLAPENTA,532.0,5.0,7.0
ANANTAPUR|KADIRI,506.0,5.0,7.0
ANANTAPUR|NALLAMADA,573.0,5.0,7.0
ANANTAPUR|BUKKAPATNAM,438.0,5.0,7.0
ANANTAPUR|KOTHACHERUVU,429.0,5.0,7.0
ANANTAPUR|CHENNEKOTHAPALLE,426.0,5.0,7.0
ANANTAPUR|RAMAGIRI,533.0,5.0,7.0
ANANTAPUR|RODDAM,573.0,5.0,7.0
ANANTAPUR|MADAKASIRA,668.0,5.0,7.0
ANANTAPUR|AMARAPURAM,614.0,5.0,7.0
ANANTAPUR|GUDIBANDA,716.0,5.0,7.0
ANANTAPUR|ROLLA,716.0,5.0,7.0
ANANTAPUR|AGALI,676.0,5.0,7.0
ANANTAPUR|PARIGI,621.0,5.0,7.0
ANANTAPUR|PENUKONDA,544.0,5.0,7.0
ANANTAPUR|PUTTAPARTHI,535.0,5.0,7.0
ANANTAPUR|OBULADEVARACHERUVU,591.0,5.0,7.0
ANANTAPUR|NALLACHERUVU,574.0,5.0,7.0
ANANTAPUR|TANAKAL,582.0,5.0,7.0
ANANTAPUR|AMADAGUR,735.0,5.0,7.0
ANANTAPUR|GORANTLA,626.0,5.0,7.0
ANANTAPUR|SOMANDEPALLE,629.0,5.0,7.0
ANANTAPUR|HINDUPUR,625.0,5.0,7.0
ANANTAPUR|LEPAKSHI,642.0,5.0,7.0
ANANTAPUR|CHILAMATHUR,706.0,5.0,7.0
CHITTOOR|MULAKALACHERUVU,587.0,5.0,7.0
CHITTOOR|THAMBALLAPALLE,560.0,5.0,7.0
CHITTOOR|PEDDAMANDYAM,501.0,5.0,7.0
CHITTOOR|GURRAMKONDA,552.0,5.0,7.0
CHITTOOR|KALAKADA,467.0,5.0,7.0
CHITTOOR|KAMBHAMVARIPALLE,490.0,5.0,7.0
CHITTOOR|ROMPICHERLA,512.0,5.0,7.0
CHITTOOR|YERRAVARIPALEM,531.0,5.0,7.0
CHITTOOR|TIRUPATI (RURAL),149.0,5.0,7.0
CHITTOOR|RENIGUNTA,140.0,5.0,7.0
CHITTOOR|YERPEDU,366.0,5.0,7.0
CHITTOOR|SRIKALAHASTI,78.0,5.0,7.0
CHITTOOR|THOTTAMBEDU,57.0,5.0,7.0
CHITTOOR|BUCHINAIDU KANDRIGA,43.0,5.0,7.0
CHITTOOR|VARADAIAHPALEM,32.0,5.0,7.0
CHITTOOR|K.V.B.PURAM,94.0,5.0,7.0
CHITTOOR|TIRUPATI (URBAN),1033.0,5.0,7.0
CHITTOOR|CHANDRAGIRI,430.0,5.0,7.0
CHITTOOR|CHINNAGOTTIGALLU,582.0,5.0,7.0
CHITTOOR|PILERU,455.0,5.0,7.0
CHITTOOR|KALIKIRI,519.0,5.0,7.0
CHITTOOR|VALMIKIPURAM,587.0,5.0,7.0
CHITTOOR|KURABALAKOTA,701.0,5.0,7.0
CHITTOOR|PEDDA THIPPASAMUDRAM,697.0,5.0,7.0
CHITTOOR|B.KOTHAKOTA,706.0,5.0,7.0
CHITTOOR|MADANAPALLE,694.0,5.0,7.0
CHITTOOR|NIMMANAPALLE,610.0,5.0,7.0
CHITTOOR|SODAM,549.0,5.0,7.0
CHITTOOR|PULICHERLA,540.0,5.0,7.0
CHITTOOR|PAKALA,418.0,5.0,7.0
CHITTOOR|VEDURUKUPPAM,353.0,5.0,7.0
CHITTOOR|RAMACHANDRAPURAM,299.0,5.0,7.0
CHITTOOR|VADAMALAPETA,141.0,5.0,7.0
CHITTOOR|NARAYANAVANAM,262.0,5.0,7.0
CHITTOOR|PICHATUR,68.0,5.0,7.0
CHITTOOR|SATYAVEDU,101.0,5.0,7.0
CHITTOOR|NAGALAPURAM,94.0,5.0,7.0
CHITTOOR|NINDRA,89.0,5.0,7.0
CHITTOOR|VIJAYAPURAM,95.0,5.0,7.0
CHITTOOR|NAGARI,115.0,5.0,7.0
CHITTOOR|PUTTUR,182.0,5.0,7.0
CHITTOOR|KARVETINAGAR,217.0,5.0,7.0
CHITTOOR|PENUMURU,362.0,5.0,7.0
CHITTOOR|PUTHALAPATTU,324.0,5.0,7.0
CHITTOOR|IRALA,393.0,5.0,7.0
CHITTOOR|SOMALA,640.0,5.0,7.0
CHITTOOR|CHOWDEPALLE,729.0,5.0,7.0
CHITTOOR|RAMASAMUDRAM,792.0,5.0,7.0
CHITTOOR|PUNGANUR,764.0,5.0,7.0
CHITTOOR|PEDDAPANJANI,690.0,5.0,7.0
CHITTOOR|GANGAVARAM,674.0,5.0,7.0
CHITTOOR|THAVANAMPALLE,385.0,5.0,7.0
CHITTOOR|SRIRANGARAJAPURAM,239.0,5.0,7.0
CHITTOOR|GANGADHARA NELLORE,281.0,5.0,7.0
CHITTOOR|CHITTOOR,356.0,5.0,7.0
CHITTOOR|PALAMANER,638.0,5.0,7.0
CHITTOOR|BAIREDDIPALLE,696.0,5.0,7.0
CHITTOOR|VENKATAGIRIKOTA,725.0,5.0,7.0
CHITTOOR|SANTHIPURAM,750.0,5.0,7.0
CHITTOOR|GUDUPALLE,733.0,5.0,7.0
CHITTOOR|KUPPAM,590.0,5.0,7.0
CHITTOOR|RAMAKUPPAM,770.0,5.0,7.0
CHITTOOR|BANGARUPALEM,426.0,5.0,7.0
CHITTOOR|YADAMARRI,430.0,5.0,7.0
CHITTOOR|GUDIPALA,338.0,5.0,7.0
CHITTOOR|PALASAMUDRAM,220.0,5.0,7.0
