district,mandal,date,rain_mm
MARKAPURAM,KONAKANAMITLA,2022-12,98.0
MARKAPURAM,KONAKANAMITLA,2023-01,0.6
MARKAPURAM,KONAKANAMITLA,2023-02,0.0
MARKAPURAM,KONAKANAMITLA,2023-03,26.2
MARKAPURAM,KONAKANAMITLA,2023-04,18.3
MARKAPURAM,KONAKANAMITLA,2023-05,65.4
MARKAPURAM,KONAKANAMITLA,2023-06,53.3
MARKAPURAM,KONAKANAMITLA,2023-07,115.4
MARKAPURAM,KONAKANAMITLA,2023-08,43.2
MARKAPURAM,KONAKANAMITLA,2023-09,143.1
MARKAPURAM,KONAKANAMITLA,2023-10,14.0
MARKAPURAM,KONAKANAMITLA,2023-11,105.9
MARKAPURAM,KONAKANAMITLA,2023-12,141.9
MARKAPURAM,KONAKANAMITLA,2024-01,0.3
MARKAPURAM,KONAKANAMITLA,2024-02,0.0
MARKAPURAM,KONAKANAMITLA,2024-03,0.3
MARKAPURAM,KONAKANAMITLA,2024-04,4.0
MARKAPURAM,KONAKANAMITLA,2024-05,85.5
MARKAPURAM,KONAKANAMITLA,2024-06,80.1
MARKAPURAM,KONAKANAMITLA,2024-07,82.2
MARKAPURAM,KONAKANAMITLA,2024-08,144.3
MARKAPURAM,KONAKANAMITLA,2024-09,96.8
MARKAPURAM,KONAKANAMITLA,2024-10,219.5
MARKAPURAM,KONAKANAMITLA,2024-11,62.4
MARKAPURAM,KONAKANAMITLA,2024-12,74.6
MARKAPURAM,KONAKANAMITLA,2025-01,0.6
MARKAPURAM,KONAKANAMITLA,2025-02,0.0
MARKAPURAM,KONAKANAMITLA,2025-03,1.5
MARKAPURAM,KONAKANAMITLA,2025-04,27.4
MARKAPURAM,KONAKANAMITLA,2025-05,99.2
MARKAPURAM,KONAKANAMITLA,2025-06,45.4
MARKAPURAM,KONAKANAMITLA,2025-07,106.5
MARKAPURAM,KONAKANAMITLA,2025-08,144.6
MARKAPURAM,KONAKANAMITLA,2025-09,188.7
MARKAPURAM,KONAKANAMITLA,2025-10,359.5
MARKAPURAM,KONAKANAMITLA,2025-11,47.8
MARKAPURAM,KONAKANAMITLA,2025-12,23.7
MARKAPURAM,KONAKANAMITLA,2026-01,4.0
MARKAPURAM,KONAKANAMITLA,2026-02,0.6
MARKAPURAM,KONAKANAMITLA,2026-03,3.0
MARKAPURAM,KONAKANAMITLA,2026-04,0.3
MARKAPURAM,KONAKANAMITLA,2026-05,34.4
MARKAPURAM,KONAKANAMITLA,2026-06,73.4
MARKAPURAM,KONAKANAMITLA,2026-07,42.6
MARKAPURAM,PODILI,2014-01,0.0
MARKAPURAM,PODILI,2014-02,2.1
MARKAPURAM,PODILI,2014-03,11.9
MARKAPURAM,PODILI,2014-04,4.9
MARKAPURAM,PODILI,2014-05,31.7
MARKAPURAM,PODILI,2014-06,26.2
MARKAPURAM,PODILI,2014-07,107.5
MARKAPURAM,PODILI,2014-08,91.9
MARKAPURAM,PODILI,2014-09,120.2
MARKAPURAM,PODILI,2014-10,134.5
MARKAPURAM,PODILI,2014-11,94.4
MARKAPURAM,PODILI,2014-12,52.4
MARKAPURAM,PODILI,2015-01,1.2
MARKAPURAM,PODILI,2015-02,0.0
MARKAPURAM,PODILI,2015-03,4.9
MARKAPURAM,PODILI,2015-04,29.8
MARKAPURAM,PODILI,2015-05,17.4
MARKAPURAM,PODILI,2015-06,93.8
MARKAPURAM,PODILI,2015-07,41.4
MARKAPURAM,PODILI,2015-08,123.6
MARKAPURAM,PODILI,2015-09,103.8
MARKAPURAM,PODILI,2015-10,49.6
MARKAPURAM,PODILI,2015-11,202.1
MARKAPURAM,PODILI,2015-12,31.0
MARKAPURAM,PODILI,2016-01,4.9
MARKAPURAM,PODILI,2016-02,0.0
MARKAPURAM,PODILI,2016-03,0.0
MARKAPURAM,PODILI,2016-04,0.0
MARKAPURAM,PODILI,2016-05,104.1
MARKAPURAM,PODILI,2016-06,92.8
MARKAPURAM,PODILI,2016-07,62.1
MARKAPURAM,PODILI,2016-08,110.2
MARKAPURAM,PODILI,2016-09,144.6
MARKAPURAM,PODILI,2016-10,15.5
MARKAPURAM,PODILI,2016-11,3.0
MARKAPURAM,PODILI,2016-12,36.5
MARKAPURAM,PODILI,2017-01,0.3
MARKAPURAM,PODILI,2017-02,0.0
MARKAPURAM,PODILI,2017-03,4.3
MARKAPURAM,PODILI,2017-04,1.2
MARKAPURAM,PODILI,2017-05,22.8
MARKAPURAM,PODILI,2017-06,112.0
MARKAPURAM,PODILI,2017-07,131.2
MARKAPURAM,PODILI,2017-08,180.5
MARKAPURAM,PODILI,2017-09,152.2
MARKAPURAM,PODILI,2017-10,108.7
MARKAPURAM,PODILI,2017-11,35.0
MARKAPURAM,PODILI,2017-12,0.6
MARKAPURAM,PODILI,2018-01,0.0
MARKAPURAM,PODILI,2018-02,0.3
MARKAPURAM,PODILI,2018-03,3.3
MARKAPURAM,PODILI,2018-04,18.6
MARKAPURAM,PODILI,2018-05,13.7
MARKAPURAM,PODILI,2018-06,43.8
MARKAPURAM,PODILI,2018-07,57.2
MARKAPURAM,PODILI,2018-08,91.3
MARKAPURAM,PODILI,2018-09,65.4
MARKAPURAM,PODILI,2018-10,15.8
MARKAPURAM,PODILI,2018-11,45.1
MARKAPURAM,PODILI,2018-12,27.1
MARKAPURAM,PODILI,2019-01,20.1
MARKAPURAM,PODILI,2019-02,0.6
MARKAPURAM,PODILI,2019-03,0.3
MARKAPURAM,PODILI,2019-04,10.3
MARKAPURAM,PODILI,2019-05,23.1
MARKAPURAM,PODILI,2019-06,58.4
MARKAPURAM,PODILI,2019-07,101.4
MARKAPURAM,PODILI,2019-08,155.5
MARKAPURAM,PODILI,2019-09,222.5
MARKAPURAM,PODILI,2019-10,240.2
MARKAPURAM,PODILI,2019-11,27.4
MARKAPURAM,PODILI,2019-12,29.8
MARKAPURAM,PODILI,2020-01,20.7
MARKAPURAM,PODILI,2020-02,4.6
MARKAPURAM,PODILI,2020-03,2.7
MARKAPURAM,PODILI,2020-04,19.5
MARKAPURAM,PODILI,2020-05,11.9
MARKAPURAM,PODILI,2020-06,112.3
MARKAPURAM,PODILI,2020-07,195.1
MARKAPURAM,PODILI,2020-08,88.6
MARKAPURAM,PODILI,2020-09,277.3
MARKAPURAM,PODILI,2020-10,92.2
MARKAPURAM,PODILI,2020-11,260.0
MARKAPURAM,PODILI,2020-12,23.7
MARKAPURAM,PODILI,2021-01,12.8
MARKAPURAM,PODILI,2021-02,33.5
MARKAPURAM,PODILI,2021-03,0.0
MARKAPURAM,PODILI,2021-04,7.0
MARKAPURAM,PODILI,2021-05,67.0
MARKAPURAM,PODILI,2021-06,73.4
MARKAPURAM,PODILI,2021-07,154.6
MARKAPURAM,PODILI,2021-08,69.4
MARKAPURAM,PODILI,2021-09,97.1
MARKAPURAM,PODILI,2021-10,69.4
MARKAPURAM,PODILI,2021-11,239.6
MARKAPURAM,PODILI,2021-12,8.5
MARKAPURAM,PODILI,2022-01,28.3
MARKAPURAM,PODILI,2022-02,0.0
MARKAPURAM,PODILI,2022-03,0.6
MARKAPURAM,PODILI,2022-04,2.7
MARKAPURAM,PODILI,2022-05,120.5
MARKAPURAM,PODILI,2022-06,82.8
MARKAPURAM,PODILI,2022-07,130.9
MARKAPURAM,PODILI,2022-08,86.4
MARKAPURAM,PODILI,2022-09,113.5
MARKAPURAM,PODILI,2022-10,159.2
MARKAPURAM,PODILI,2022-11,66.1
MARKAPURAM,PODILI,2022-12,98.0
MARKAPURAM,PODILI,2023-01,0.6
MARKAPURAM,PODILI,2023-02,0.0
MARKAPURAM,PODILI,2023-03,26.2
MARKAPURAM,PODILI,2023-04,18.3
MARKAPURAM,PODILI,2023-05,65.4
MARKAPURAM,PODILI,2023-06,53.3
MARKAPURAM,PODILI,2023-07,115.4
MARKAPURAM,PODILI,2023-08,43.2
MARKAPURAM,PODILI,2023-09,143.1
MARKAPURAM,PODILI,2023-10,14.0
MARKAPURAM,PODILI,2023-11,105.9
MARKAPURAM,PODILI,2023-12,141.9
MARKAPURAM,PODILI,2024-01,0.3
MARKAPURAM,PODILI,2024-02,0.0
MARKAPURAM,PODILI,2024-03,0.3
MARKAPURAM,PODILI,2024-04,4.0
MARKAPURAM,PODILI,2024-05,85.5
MARKAPURAM,PODILI,2024-06,80.1
MARKAPURAM,PODILI,2024-07,82.2
MARKAPURAM,PODILI,2024-08,144.3
MARKAPURAM,PODILI,2024-09,96.8
MARKAPURAM,PODILI,2024-10,219.5
MARKAPURAM,PODILI,2024-11,62.4
MARKAPURAM,PODILI,2024-12,74.6
MARKAPURAM,PODILI,2025-01,0.6
MARKAPURAM,PODILI,2025-02,0.0
MARKAPURAM,PODILI,2025-03,1.5
MARKAPURAM,PODILI,2025-04,27.4
MARKAPURAM,PODILI,2025-05,99.2
MARKAPURAM,PODILI,2025-06,45.4
MARKAPURAM,PODILI,2025-07,106.5
MARKAPURAM,PODILI,2025-08,144.6
MARKAPURAM,PODILI,2025-09,188.7
MARKAPURAM,PODILI,2025-10,359.5
MARKAPURAM,PODILI,2025-11,47.8
MARKAPURAM,PODILI,2025-12,23.7
MARKAPURAM,PODILI,2026-01,4.0
MARKAPURAM,PODILI,2026-02,0.6
MARKAPURAM,PODILI,2026-03,3.0
MARKAPURAM,PODILI,2026-04,0.3
MARKAPURAM,PODILI,2026-05,34.4
MARKAPURAM,PODILI,2026-06,73.4
MARKAPURAM,PODILI,2026-07,42.6
PRAKASAM,THALLUR,2014-01,0.0
PRAKASAM,THALLUR,2014-02,3.3
PRAKASAM,THALLUR,2014-03,3.3
PRAKASAM,THALLUR,2014-04,1.2
PRAKASAM,THALLUR,2014-05,36.2
PRAKASAM,THALLUR,2014-06,17.0
PRAKASAM,THALLUR,2014-07,111.4
PRAKASAM,THALLUR,2014-08,82.2
PRAKASAM,THALLUR,2014-09,117.8
PRAKASAM,THALLUR,2014-10,145.8
PRAKASAM,THALLUR,2014-11,128.5
PRAKASAM,THALLUR,2014-12,63.3
PRAKASAM,THALLUR,2015-01,1.5
PRAKASAM,THALLUR,2015-02,0.0
PRAKASAM,THALLUR,2015-03,1.8
PRAKASAM,THALLUR,2015-04,23.7
PRAKASAM,THALLUR,2015-05,11.0
PRAKASAM,THALLUR,2015-06,131.8
PRAKASAM,THALLUR,2015-07,49.6
PRAKASAM,THALLUR,2015-08,138.5
PRAKASAM,THALLUR,2015-09,91.9
PRAKASAM,THALLUR,2015-10,62.1
PRAKASAM,THALLUR,2015-11,224.6
PRAKASAM,THALLUR,2015-12,34.1
PRAKASAM,THALLUR,2016-01,3.3
PRAKASAM,THALLUR,2016-02,0.0
PRAKASAM,THALLUR,2016-03,0.0
PRAKASAM,THALLUR,2016-04,0.0
PRAKASAM,THALLUR,2016-05,140.9
PRAKASAM,THALLUR,2016-06,122.1
PRAKASAM,THALLUR,2016-07,63.9
PRAKASAM,THALLUR,2016-08,137.6
PRAKASAM,THALLUR,2016-09,185.1
PRAKASAM,THALLUR,2016-10,26.2
PRAKASAM,THALLUR,2016-11,4.3
PRAKASAM,THALLUR,2016-12,42.9
PRAKASAM,THALLUR,2017-01,0.3
PRAKASAM,THALLUR,2017-02,0.0
PRAKASAM,THALLUR,2017-03,3.0
PRAKASAM,THALLUR,2017-04,1.2
PRAKASAM,THALLUR,2017-05,23.4
PRAKASAM,THALLUR,2017-06,103.2
PRAKASAM,THALLUR,2017-07,145.5
PRAKASAM,THALLUR,2017-08,196.3
PRAKASAM,THALLUR,2017-09,150.1
PRAKASAM,THALLUR,2017-10,102.6
PRAKASAM,THALLUR,2017-11,46.6
PRAKASAM,THALLUR,2017-12,0.3
PRAKASAM,THALLUR,2018-01,0.0
PRAKASAM,THALLUR,2018-02,0.3
PRAKASAM,THALLUR,2018-03,3.7
PRAKASAM,THALLUR,2018-04,23.1
PRAKASAM,THALLUR,2018-05,18.3
PRAKASAM,THALLUR,2018-06,66.1
PRAKASAM,THALLUR,2018-07,81.9
PRAKASAM,THALLUR,2018-08,119.9
PRAKASAM,THALLUR,2018-09,58.4
PRAKASAM,THALLUR,2018-10,28.0
PRAKASAM,THALLUR,2018-11,55.7
PRAKASAM,THALLUR,2018-12,39.0
PRAKASAM,THALLUR,2019-01,12.8
PRAKASAM,THALLUR,2019-02,2.1
PRAKASAM,THALLUR,2019-03,3.7
PRAKASAM,THALLUR,2019-04,12.2
PRAKASAM,THALLUR,2019-05,13.7
PRAKASAM,THALLUR,2019-06,67.9
PRAKASAM,THALLUR,2019-07,138.5
PRAKASAM,THALLUR,2019-08,155.9
PRAKASAM,THALLUR,2019-09,205.8
PRAKASAM,THALLUR,2019-10,305.3
PRAKASAM,THALLUR,2019-11,27.7
PRAKASAM,THALLUR,2019-12,31.4
PRAKASAM,THALLUR,2020-01,31.4
PRAKASAM,THALLUR,2020-02,5.2
PRAKASAM,THALLUR,2020-03,3.0
PRAKASAM,THALLUR,2020-04,25.6
PRAKASAM,THALLUR,2020-05,10.7
PRAKASAM,THALLUR,2020-06,108.7
PRAKASAM,THALLUR,2020-07,207.3
PRAKASAM,THALLUR,2020-08,120.8
PRAKASAM,THALLUR,2020-09,253.0
PRAKASAM,THALLUR,2020-10,116.3
PRAKASAM,THALLUR,2020-11,332.7
PRAKASAM,THALLUR,2020-12,26.5
PRAKASAM,THALLUR,2021-01,10.7
PRAKASAM,THALLUR,2021-02,38.1
PRAKASAM,THALLUR,2021-03,0.0
PRAKASAM,THALLUR,2021-04,10.7
PRAKASAM,THALLUR,2021-05,60.3
PRAKASAM,THALLUR,2021-06,74.3
PRAKASAM,THALLUR,2021-07,180.5
PRAKASAM,THALLUR,2021-08,101.1
PRAKASAM,THALLUR,2021-09,136.7
PRAKASAM,THALLUR,2021-10,99.8
PRAKASAM,THALLUR,2021-11,285.2
PRAKASAM,THALLUR,2021-12,9.1
PRAKASAM,THALLUR,2022-01,35.3
PRAKASAM,THALLUR,2022-02,0.0
PRAKASAM,THALLUR,2022-03,0.3
PRAKASAM,THALLUR,2022-04,0.6
PRAKASAM,THALLUR,2022-05,135.8
PRAKASAM,THALLUR,2022-06,87.1
PRAKASAM,THALLUR,2022-07,162.5
PRAKASAM,THALLUR,2022-08,115.7
PRAKASAM,THALLUR,2022-09,113.2
PRAKASAM,THALLUR,2022-10,201.5
PRAKASAM,THALLUR,2022-11,84.0
PRAKASAM,THALLUR,2022-12,105.6
PRAKASAM,THALLUR,2023-01,1.2
PRAKASAM,THALLUR,2023-02,0.0
PRAKASAM,THALLUR,2023-03,28.9
PRAKASAM,THALLUR,2023-04,23.7
PRAKASAM,THALLUR,2023-05,85.8
PRAKASAM,THALLUR,2023-06,65.1
PRAKASAM,THALLUR,2023-07,128.5
PRAKASAM,THALLUR,2023-08,71.8
PRAKASAM,THALLUR,2023-09,160.4
PRAKASAM,THALLUR,2023-10,18.3
PRAKASAM,THALLUR,2023-11,124.8
PRAKASAM,THALLUR,2023-12,209.4
PRAKASAM,THALLUR,2024-01,0.6
PRAKASAM,THALLUR,2024-02,0.0
PRAKASAM,THALLUR,2024-03,0.6
PRAKASAM,THALLUR,2024-04,0.9
PRAKASAM,THALLUR,2024-05,94.1
PRAKASAM,THALLUR,2024-06,115.7
PRAKASAM,THALLUR,2024-07,131.5
PRAKASAM,THALLUR,2024-08,191.5
PRAKASAM,THALLUR,2024-09,127.8
PRAKASAM,THALLUR,2024-10,252.7
PRAKASAM,THALLUR,2024-11,77.0
PRAKASAM,THALLUR,2024-12,75.8
PRAKASAM,THALLUR,2025-01,0.6
PRAKASAM,THALLUR,2025-02,0.0
PRAKASAM,THALLUR,2025-03,0.9
PRAKASAM,THALLUR,2025-04,34.1
PRAKASAM,THALLUR,2025-05,136.7
PRAKASAM,THALLUR,2025-06,48.7
PRAKASAM,THALLUR,2025-07,97.1
PRAKASAM,THALLUR,2025-08,162.5
PRAKASAM,THALLUR,2025-09,170.8
PRAKASAM,THALLUR,2025-10,413.4
PRAKASAM,THALLUR,2025-11,45.7
PRAKASAM,THALLUR,2025-12,28.6
PRAKASAM,THALLUR,2026-01,14.6
PRAKASAM,THALLUR,2026-02,2.1
PRAKASAM,THALLUR,2026-03,4.6
PRAKASAM,THALLUR,2026-04,1.2
PRAKASAM,THALLUR,2026-05,38.7
PRAKASAM,THALLUR,2026-06,87.1
PRAKASAM,THALLUR,2026-07,58.1
PRAKASAM,KORISAPADU,2014-01,0.0
PRAKASAM,KORISAPADU,2014-02,3.3
PRAKASAM,KORISAPADU,2014-03,3.3
PRAKASAM,KORISAPADU,2014-04,1.2
PRAKASAM,KORISAPADU,2014-05,36.2
PRAKASAM,KORISAPADU,2014-06,17.0
PRAKASAM,KORISAPADU,2014-07,111.4
PRAKASAM,KORISAPADU,2014-08,82.2
PRAKASAM,KORISAPADU,2014-09,117.8
PRAKASAM,KORISAPADU,2014-10,145.8
PRAKASAM,KORISAPADU,2014-11,128.5
PRAKASAM,KORISAPADU,2014-12,63.3
PRAKASAM,KORISAPADU,2015-01,1.5
PRAKASAM,KORISAPADU,2015-02,0.0
PRAKASAM,KORISAPADU,2015-03,1.8
PRAKASAM,KORISAPADU,2015-04,23.7
PRAKASAM,KORISAPADU,2015-05,11.0
PRAKASAM,KORISAPADU,2015-06,131.8
PRAKASAM,KORISAPADU,2015-07,49.6
PRAKASAM,KORISAPADU,2015-08,138.5
PRAKASAM,KORISAPADU,2015-09,91.9
PRAKASAM,KORISAPADU,2015-10,62.1
PRAKASAM,KORISAPADU,2015-11,224.6
PRAKASAM,KORISAPADU,2015-12,34.1
PRAKASAM,KORISAPADU,2016-01,3.3
PRAKASAM,KORISAPADU,2016-02,0.0
PRAKASAM,KORISAPADU,2016-03,0.0
PRAKASAM,KORISAPADU,2016-04,0.0
PRAKASAM,KORISAPADU,2016-05,140.9
PRAKASAM,KORISAPADU,2016-06,122.1
PRAKASAM,KORISAPADU,2016-07,63.9
PRAKASAM,KORISAPADU,2016-08,137.6
PRAKASAM,KORISAPADU,2016-09,185.1
PRAKASAM,KORISAPADU,2016-10,26.2
PRAKASAM,KORISAPADU,2016-11,4.3
PRAKASAM,KORISAPADU,2016-12,42.9
PRAKASAM,KORISAPADU,2017-01,0.3
PRAKASAM,KORISAPADU,2017-02,0.0
PRAKASAM,KORISAPADU,2017-03,3.0
PRAKASAM,KORISAPADU,2017-04,1.2
PRAKASAM,KORISAPADU,2017-05,23.4
PRAKASAM,KORISAPADU,2017-06,103.2
PRAKASAM,KORISAPADU,2017-07,145.5
PRAKASAM,KORISAPADU,2017-08,196.3
PRAKASAM,KORISAPADU,2017-09,150.1
PRAKASAM,KORISAPADU,2017-10,102.6
PRAKASAM,KORISAPADU,2017-11,46.6
PRAKASAM,KORISAPADU,2017-12,0.3
PRAKASAM,KORISAPADU,2018-01,0.0
PRAKASAM,KORISAPADU,2018-02,0.3
PRAKASAM,KORISAPADU,2018-03,3.7
PRAKASAM,KORISAPADU,2018-04,23.1
PRAKASAM,KORISAPADU,2018-05,18.3
PRAKASAM,KORISAPADU,2018-06,66.1
PRAKASAM,KORISAPADU,2018-07,81.9
PRAKASAM,KORISAPADU,2018-08,119.9
PRAKASAM,KORISAPADU,2018-09,58.4
PRAKASAM,KORISAPADU,2018-10,28.0
PRAKASAM,KORISAPADU,2018-11,55.7
PRAKASAM,KORISAPADU,2018-12,39.0
PRAKASAM,KORISAPADU,2019-01,12.8
PRAKASAM,KORISAPADU,2019-02,2.1
PRAKASAM,KORISAPADU,2019-03,3.7
PRAKASAM,KORISAPADU,2019-04,12.2
PRAKASAM,KORISAPADU,2019-05,13.7
PRAKASAM,KORISAPADU,2019-06,67.9
PRAKASAM,KORISAPADU,2019-07,138.5
PRAKASAM,KORISAPADU,2019-08,155.9
PRAKASAM,KORISAPADU,2019-09,205.8
PRAKASAM,KORISAPADU,2019-10,305.3
PRAKASAM,KORISAPADU,2019-11,27.7
PRAKASAM,KORISAPADU,2019-12,31.4
PRAKASAM,KORISAPADU,2020-01,31.4
PRAKASAM,KORISAPADU,2020-02,5.2
PRAKASAM,KORISAPADU,2020-03,3.0
PRAKASAM,KORISAPADU,2020-04,25.6
PRAKASAM,KORISAPADU,2020-05,10.7
PRAKASAM,KORISAPADU,2020-06,108.7
PRAKASAM,KORISAPADU,2020-07,207.3
PRAKASAM,KORISAPADU,2020-08,120.8
PRAKASAM,KORISAPADU,2020-09,253.0
PRAKASAM,KORISAPADU,2020-10,116.3
PRAKASAM,KORISAPADU,2020-11,332.7
PRAKASAM,KORISAPADU,2020-12,26.5
PRAKASAM,KORISAPADU,2021-01,10.7
PRAKASAM,KORISAPADU,2021-02,38.1
PRAKASAM,KORISAPADU,2021-03,0.0
PRAKASAM,KORISAPADU,2021-04,10.7
PRAKASAM,KORISAPADU,2021-05,60.3
PRAKASAM,KORISAPADU,2021-06,74.3
PRAKASAM,KORISAPADU,2021-07,180.5
PRAKASAM,KORISAPADU,2021-08,101.1
PRAKASAM,KORISAPADU,2021-09,136.7
PRAKASAM,KORISAPADU,2021-10,99.8
PRAKASAM,KORISAPADU,2021-11,285.2
PRAKASAM,KORISAPADU,2021-12,9.1
PRAKASAM,KORISAPADU,2022-01,35.3
PRAKASAM,KORISAPADU,2022-02,0.0
PRAKASAM,KORISAPADU,2022-03,0.3
PRAKASAM,KORISAPADU,2022-04,0.6
PRAKASAM,KORISAPADU,2022-05,135.8
PRAKASAM,KORISAPADU,2022-06,87.1
PRAKASAM,KORISAPADU,2022-07,162.5
PRAKASAM,KORISAPADU,2022-08,115.7
PRAKASAM,KORISAPADU,2022-09,113.2
PRAKASAM,KORISAPADU,2022-10,201.5
PRAKASAM,KORISAPADU,2022-11,84.0
PRAKASAM,KORISAPADU,2022-12,105.6
PRAKASAM,KORISAPADU,2023-01,1.2
PRAKASAM,KORISAPADU,2023-02,0.0
PRAKASAM,KORISAPADU,2023-03,28.9
PRAKASAM,KORISAPADU,2023-04,23.7
PRAKASAM,KORISAPADU,2023-05,85.8
PRAKASAM,KORISAPADU,2023-06,65.1
PRAKASAM,KORISAPADU,2023-07,128.5
PRAKASAM,KORISAPADU,2023-08,71.8
PRAKASAM,KORISAPADU,2023-09,160.4
PRAKASAM,KORISAPADU,2023-10,18.3
PRAKASAM,KORISAPADU,2023-11,124.8
PRAKASAM,KORISAPADU,2023-12,209.4
PRAKASAM,KORISAPADU,2024-01,0.6
PRAKASAM,KORISAPADU,2024-02,0.0
PRAKASAM,KORISAPADU,2024-03,0.6
PRAKASAM,KORISAPADU,2024-04,0.9
PRAKASAM,KORISAPADU,2024-05,94.1
PRAKASAM,KORISAPADU,2024-06,115.7
PRAKASAM,KORISAPADU,2024-07,131.5
PRAKASAM,KORISAPADU,2024-08,191.5
PRAKASAM,KORISAPADU,2024-09,127.8
PRAKASAM,KORISAPADU,2024-10,252.7
PRAKASAM,KORISAPADU,2024-11,77.0
PRAKASAM,KORISAPADU,2024-12,75.8
PRAKASAM,KORISAPADU,2025-01,0.6
PRAKASAM,KORISAPADU,2025-02,0.0
PRAKASAM,KORISAPADU,2025-03,0.9
PRAKASAM,KORISAPADU,2025-04,34.1
PRAKASAM,KORISAPADU,2025-05,136.7
PRAKASAM,KORISAPADU,2025-06,48.7
PRAKASAM,KORISAPADU,2025-07,97.1
PRAKASAM,KORISAPADU,2025-08,162.5
PRAKASAM,KORISAPADU,2025-09,170.8
PRAKASAM,KORISAPADU,2025-10,413.4
PRAKASAM,KORISAPADU,2025-11,45.7
PRAKASAM,KORISAPADU,2025-12,28.6
PRAKASAM,KORISAPADU,2026-01,14.6
PRAKASAM,KORISAPADU,2026-02,2.1
PRAKASAM,KORISAPADU,2026-03,4.6
PRAKASAM,KORISAPADU,2026-04,1.2
PRAKASAM,KORISAPADU,2026-05,38.7
PRAKASAM,KORISAPADU,2026-06,87.1
PRAKASAM,KORISAPADU,2026-07,58.1
BAPATLA,CHIRALA,2014-01,0.0
BAPATLA,CHIRALA,2014-02,5.8
BAPATLA,CHIRALA,2014-03,0.9
BAPATLA,CHIRALA,2014-04,0.3
BAPATLA,CHIRALA,2014-05,57.8
BAPATLA,CHIRALA,2014-06,16.1
BAPATLA,CHIRALA,2014-07,164.1
BAPATLA,CHIRALA,2014-08,144.6
BAPATLA,CHIRALA,2014-09,131.8
BAPATLA,CHIRALA,2014-10,133.9
BAPATLA,CHIRALA,2014-11,73.1
BAPATLA,CHIRALA,2014-12,26.2
BAPATLA,CHIRALA,2015-01,1.8
BAPATLA,CHIRALA,2015-02,0.0
BAPATLA,CHIRALA,2015-03,0.6
BAPATLA,CHIRALA,2015-04,18.6
BAPATLA,CHIRALA,2015-05,7.3
BAPATLA,CHIRALA,2015-06,218.6
BAPATLA,CHIRALA,2015-07,95.3
BAPATLA,CHIRALA,2015-08,161.3
BAPATLA,CHIRALA,2015-09,119.9
BAPATLA,CHIRALA,2015-10,74.9
BAPATLA,CHIRALA,2015-11,132.4
BAPATLA,CHIRALA,2015-12,11.3
BAPATLA,CHIRALA,2016-01,2.1
BAPATLA,CHIRALA,2016-02,0.3
BAPATLA,CHIRALA,2016-03,0.0
BAPATLA,CHIRALA,2016-04,0.0
BAPATLA,CHIRALA,2016-05,182.6
BAPATLA,CHIRALA,2016-06,253.0
BAPATLA,CHIRALA,2016-07,95.9
BAPATLA,CHIRALA,2016-08,156.5
BAPATLA,CHIRALA,2016-09,232.9
BAPATLA,CHIRALA,2016-10,43.5
BAPATLA,CHIRALA,2016-11,2.4
BAPATLA,CHIRALA,2016-12,21.0
BAPATLA,CHIRALA,2017-01,0.0
BAPATLA,CHIRALA,2017-02,0.0
BAPATLA,CHIRALA,2017-03,4.6
BAPATLA,CHIRALA,2017-04,1.8
BAPATLA,CHIRALA,2017-05,25.6
BAPATLA,CHIRALA,2017-06,161.9
BAPATLA,CHIRALA,2017-07,227.7
BAPATLA,CHIRALA,2017-08,210.6
BAPATLA,CHIRALA,2017-09,143.1
BAPATLA,CHIRALA,2017-10,105.9
BAPATLA,CHIRALA,2017-11,29.8
BAPATLA,CHIRALA,2017-12,0.0
BAPATLA,CHIRALA,2018-01,0.0
BAPATLA,CHIRALA,2018-02,0.0
BAPATLA,CHIRALA,2018-03,1.5
BAPATLA,CHIRALA,2018-04,25.0
BAPATLA,CHIRALA,2018-05,33.8
BAPATLA,CHIRALA,2018-06,141.5
BAPATLA,CHIRALA,2018-07,158.3
BAPATLA,CHIRALA,2018-08,218.9
BAPATLA,CHIRALA,2018-09,81.3
BAPATLA,CHIRALA,2018-10,43.5
BAPATLA,CHIRALA,2018-11,32.0
BAPATLA,CHIRALA,2018-12,70.3
BAPATLA,CHIRALA,2019-01,9.4
BAPATLA,CHIRALA,2019-02,6.4
BAPATLA,CHIRALA,2019-03,10.3
BAPATLA,CHIRALA,2019-04,17.0
BAPATLA,CHIRALA,2019-05,15.8
BAPATLA,CHIRALA,2019-06,95.3
BAPATLA,CHIRALA,2019-07,227.7
BAPATLA,CHIRALA,2019-08,167.1
BAPATLA,CHIRALA,2019-09,205.2
BAPATLA,CHIRALA,2019-10,257.2
BAPATLA,CHIRALA,2019-11,9.7
BAPATLA,CHIRALA,2019-12,7.9
BAPATLA,CHIRALA,2020-01,26.2
BAPATLA,CHIRALA,2020-02,7.0
BAPATLA,CHIRALA,2020-03,4.0
BAPATLA,CHIRALA,2020-04,32.6
BAPATLA,CHIRALA,2020-05,9.4
BAPATLA,CHIRALA,2020-06,147.6
BAPATLA,CHIRALA,2020-07,284.9
BAPATLA,CHIRALA,2020-08,183.2
BAPATLA,CHIRALA,2020-09,289.8
BAPATLA,CHIRALA,2020-10,172.6
BAPATLA,CHIRALA,2020-11,251.7
BAPATLA,CHIRALA,2020-12,3.0
BAPATLA,CHIRALA,2021-01,1.5
BAPATLA,CHIRALA,2021-02,17.7
