district,mandal,date,rain_mm
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-01,4.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-02,1.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-03,7.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-04,5.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-05,105.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-06,101.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-07,306.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-08,251.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-09,219.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-10,207.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-11,7.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2014-12,25.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-01,2.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-02,7.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-03,14.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-04,43.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-05,23.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-06,403.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-07,142.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-08,295.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-09,305.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-10,106.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-11,126.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2015-12,7.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-01,0.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-02,7.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-03,12.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-04,6.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-05,179.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-06,239.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-07,253.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-08,217.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-09,294.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-10,101.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-11,30.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2016-12,1.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-01,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-02,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-03,36.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-04,17.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-05,46.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-06,202.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-07,370.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-08,242.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-09,121.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-10,202.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-11,66.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2017-12,0.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-01,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-02,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-03,5.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-04,80.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-05,96.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-06,111.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-07,262.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-08,402.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-09,190.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-10,90.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-11,3.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2018-12,69.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-01,0.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-02,4.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-03,11.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-04,36.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-05,130.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-06,132.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-07,239.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-08,311.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-09,330.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-10,268.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-11,1.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2019-12,0.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-01,10.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-02,38.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-03,41.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-04,88.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-05,62.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-06,191.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-07,140.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-08,232.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-09,187.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-10,236.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-11,53.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2020-12,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-01,2.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-02,4.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-03,2.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-04,35.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-05,117.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-06,117.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-07,221.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-08,186.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-09,371.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-10,106.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-11,173.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2021-12,19.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-01,27.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-02,6.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-03,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-04,4.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-05,150.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-06,94.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-07,250.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-08,249.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-09,292.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-10,214.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-11,5.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2022-12,13.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-01,1.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-02,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-03,85.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-04,54.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-05,92.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-06,84.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-07,333.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-08,161.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-09,277.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-10,22.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-11,42.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2023-12,77.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-01,1.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-02,2.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-03,19.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-04,6.1
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-05,74.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-06,133.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-07,342.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-08,255.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-09,343.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-10,71.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-11,10.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2024-12,84.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-01,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-02,0.3
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-03,14.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-04,50.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-05,191.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-06,144.9
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-07,264.5
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-08,338.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-09,219.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-10,393.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-11,5.2
PARVATHIPURAM MANYAM,VEERAGHATTAM,2025-12,4.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-01,0.0
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-02,3.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-03,16.4
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-04,33.8
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-05,73.7
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-06,112.6
PARVATHIPURAM MANYAM,VEERAGHATTAM,2026-07,187.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-01,4.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-02,1.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-03,7.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-04,5.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-05,105.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-06,101.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-07,306.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-08,251.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-09,219.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-10,207.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-11,7.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2014-12,25.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-01,2.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-02,7.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-03,14.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-04,43.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-05,23.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-06,403.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-07,142.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-08,295.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-09,305.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-10,106.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-11,126.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2015-12,7.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-01,0.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-02,7.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-03,12.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-04,6.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-05,179.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-06,239.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-07,253.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-08,217.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-09,294.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-10,101.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-11,30.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2016-12,1.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-01,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-02,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-03,36.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-04,17.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-05,46.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-06,202.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-07,370.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-08,242.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-09,121.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-10,202.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-11,66.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2017-12,0.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-01,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-02,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-03,5.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-04,80.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-05,96.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-06,111.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-07,262.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-08,402.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-09,190.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-10,90.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-11,3.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2018-12,69.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-01,0.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-02,4.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-03,11.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-04,36.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-05,130.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-06,132.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-07,239.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-08,311.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-09,330.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-10,268.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-11,1.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2019-12,0.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-01,10.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-02,38.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-03,41.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-04,88.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-05,62.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-06,191.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-07,140.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-08,232.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-09,187.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-10,236.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-11,53.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2020-12,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-01,2.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-02,4.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-03,2.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-04,35.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-05,117.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-06,117.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-07,221.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-08,186.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-09,371.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-10,106.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-11,173.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2021-12,19.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-01,27.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-02,6.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-03,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-04,4.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-05,150.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-06,94.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-07,250.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-08,249.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-09,292.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-10,214.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-11,5.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2022-12,13.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-01,1.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-02,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-03,85.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-04,54.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-05,92.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-06,84.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-07,333.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-08,161.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-09,277.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-10,22.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-11,42.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2023-12,77.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-01,1.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-02,2.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-03,19.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-04,6.1
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-05,74.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-06,133.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-07,342.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-08,255.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-09,343.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-10,71.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-11,10.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2024-12,84.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-01,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-02,0.3
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-03,14.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-04,50.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-05,191.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-06,144.9
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-07,264.5
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-08,338.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-09,219.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-10,393.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-11,5.2
PARVATHIPURAM MANYAM,SEETHAMPETA,2025-12,4.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-01,0.0
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-02,3.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-03,16.4
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-04,33.8
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-05,73.7
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-06,112.6
PARVATHIPURAM MANYAM,SEETHAMPETA,2026-07,187.8
PARVATHIPURAM MANYAM,BHAMINI,2014-01,3.0
PARVATHIPURAM MANYAM,BHAMINI,2014-02,4.6
PARVATHIPURAM MANYAM,BHAMINI,2014-03,13.4
PARVATHIPURAM MANYAM,BHAMINI,2014-04,8.8
PARVATHIPURAM MANYAM,BHAMINI,2014-05,105.0
PARVATHIPURAM MANYAM,BHAMINI,2014-06,103.8
PARVATHIPURAM MANYAM,BHAMINI,2014-07,360.4
PARVATHIPURAM MANYAM,BHAMINI,2014-08,269.1
PARVATHIPURAM MANYAM,BHAMINI,2014-09,244.4
PARVATHIPURAM MANYAM,BHAMINI,2014-10,176.9
PARVATHIPURAM MANYAM,BHAMINI,2014-11,5.5
PARVATHIPURAM MANYAM,BHAMINI,2014-12,19.2
PARVATHIPURAM MANYAM,BHAMINI,2015-01,3.3
PARVATHIPURAM MANYAM,BHAMINI,2015-02,5.5
PARVATHIPURAM MANYAM,BHAMINI,2015-03,13.1
PARVATHIPURAM MANYAM,BHAMINI,2015-04,38.4
PARVATHIPURAM MANYAM,BHAMINI,2015-05,20.7
PARVATHIPURAM MANYAM,BHAMINI,2015-06,379.3
PARVATHIPURAM MANYAM,BHAMINI,2015-07,149.5
PARVATHIPURAM MANYAM,BHAMINI,2015-08,309.3
PARVATHIPURAM MANYAM,BHAMINI,2015-09,314.7
PARVATHIPURAM MANYAM,BHAMINI,2015-10,77.3
PARVATHIPURAM MANYAM,BHAMINI,2015-11,75.5
PARVATHIPURAM MANYAM,BHAMINI,2015-12,9.4
PARVATHIPURAM MANYAM,BHAMINI,2016-01,1.5
PARVATHIPURAM MANYAM,BHAMINI,2016-02,7.9
PARVATHIPURAM MANYAM,BHAMINI,2016-03,13.1
PARVATHIPURAM MANYAM,BHAMINI,2016-04,5.2
PARVATHIPURAM MANYAM,BHAMINI,2016-05,135.5
PARVATHIPURAM MANYAM,BHAMINI,2016-06,217.6
PARVATHIPURAM MANYAM,BHAMINI,2016-07,249.0
PARVATHIPURAM MANYAM,BHAMINI,2016-08,225.3
PARVATHIPURAM MANYAM,BHAMINI,2016-09,296.5
PARVATHIPURAM MANYAM,BHAMINI,2016-10,114.5
PARVATHIPURAM MANYAM,BHAMINI,2016-11,29.5
PARVATHIPURAM MANYAM,BHAMINI,2016-12,0.9
PARVATHIPURAM MANYAM,BHAMINI,2017-01,0.0
PARVATHIPURAM MANYAM,BHAMINI,2017-02,0.0
PARVATHIPURAM MANYAM,BHAMINI,2017-03,32.0
PARVATHIPURAM MANYAM,BHAMINI,2017-04,15.5
PARVATHIPURAM MANYAM,BHAMINI,2017-05,34.1
PARVATHIPURAM MANYAM,BHAMINI,2017-06,201.8
PARVATHIPURAM MANYAM,BHAMINI,2017-07,416.4
PARVATHIPURAM MANYAM,BHAMINI,2017-08,251.4
PARVATHIPURAM MANYAM,BHAMINI,2017-09,127.8
PARVATHIPURAM MANYAM,BHAMINI,2017-10,231.3
PARVATHIPURAM MANYAM,BHAMINI,2017-11,57.2
PARVATHIPURAM MANYAM,BHAMINI,2017-12,1.2
PARVATHIPURAM MANYAM,BHAMINI,2018-01,0.0
PARVATHIPURAM MANYAM,BHAMINI,2018-02,0.0
PARVATHIPURAM MANYAM,BHAMINI,2018-03,3.3
PARVATHIPURAM MANYAM,BHAMINI,2018-04,63.9
PARVATHIPURAM MANYAM,BHAMINI,2018-05,80.7
PARVATHIPURAM MANYAM,BHAMINI,2018-06,106.8
PARVATHIPURAM MANYAM,BHAMINI,2018-07,272.4
PARVATHIPURAM MANYAM,BHAMINI,2018-08,435.9
PARVATHIPURAM MANYAM,BHAMINI,2018-09,189.0
PARVATHIPURAM MANYAM,BHAMINI,2018-10,102.9
PARVATHIPURAM MANYAM,BHAMINI,2018-11,3.0
PARVATHIPURAM MANYAM,BHAMINI,2018-12,69.4
PARVATHIPURAM MANYAM,BHAMINI,2019-01,1.2
PARVATHIPURAM MANYAM,BHAMINI,2019-02,8.8
PARVATHIPURAM MANYAM,BHAMINI,2019-03,9.7
PARVATHIPURAM MANYAM,BHAMINI,2019-04,30.7
PARVATHIPURAM MANYAM,BHAMINI,2019-05,122.1
PARVATHIPURAM MANYAM,BHAMINI,2019-06,124.2
PARVATHIPURAM MANYAM,BHAMINI,2019-07,276.1
PARVATHIPURAM MANYAM,BHAMINI,2019-08,328.4
PARVATHIPURAM MANYAM,BHAMINI,2019-09,346.1
PARVATHIPURAM MANYAM,BHAMINI,2019-10,236.8
PARVATHIPURAM MANYAM,BHAMINI,2019-11,1.2
PARVATHIPURAM MANYAM,BHAMINI,2019-12,0.9
PARVATHIPURAM MANYAM,BHAMINI,2020-01,8.5
PARVATHIPURAM MANYAM,BHAMINI,2020-02,42.6
PARVATHIPURAM MANYAM,BHAMINI,2020-03,47.5
PARVATHIPURAM MANYAM,BHAMINI,2020-04,62.4
PARVATHIPURAM MANYAM,BHAMINI,2020-05,46.3
PARVATHIPURAM MANYAM,BHAMINI,2020-06,224.6
PARVATHIPURAM MANYAM,BHAMINI,2020-07,152.8
PARVATHIPURAM MANYAM,BHAMINI,2020-08,216.1
PARVATHIPURAM MANYAM,BHAMINI,2020-09,185.1
PARVATHIPURAM MANYAM,BHAMINI,2020-10,215.8
PARVATHIPURAM MANYAM,BHAMINI,2020-11,34.1
PARVATHIPURAM MANYAM,BHAMINI,2020-12,0.0
PARVATHIPURAM MANYAM,BHAMINI,2021-01,2.1
PARVATHIPURAM MANYAM,BHAMINI,2021-02,4.6
PARVATHIPURAM MANYAM,BHAMINI,2021-03,1.2
PARVATHIPURAM MANYAM,BHAMINI,2021-04,21.3
PARVATHIPURAM MANYAM,BHAMINI,2021-05,93.1
PARVATHIPURAM MANYAM,BHAMINI,2021-06,120.5
PARVATHIPURAM MANYAM,BHAMINI,2021-07,227.4
PARVATHIPURAM MANYAM,BHAMINI,2021-08,186.3
PARVATHIPURAM MANYAM,BHAMINI,2021-09,341.5
PARVATHIPURAM MANYAM,BHAMINI,2021-10,98.6
PARVATHIPURAM MANYAM,BHAMINI,2021-11,161.9
PARVATHIPURAM MANYAM,BHAMINI,2021-12,22.8
PARVATHIPURAM MANYAM,BHAMINI,2022-01,39.9
PARVATHIPURAM MANYAM,BHAMINI,2022-02,4.6
PARVATHIPURAM MANYAM,BHAMINI,2022-03,0.0
PARVATHIPURAM MANYAM,BHAMINI,2022-04,2.1
PARVATHIPURAM MANYAM,BHAMINI,2022-05,110.2
PARVATHIPURAM MANYAM,BHAMINI,2022-06,81.0
