mandal_id,mandal_name,district,grace_gws_anom_cm,grace_gws_pctl,rootzone_pctl,surface_pctl,rain_1m_mm,rain_3m_mm,et_1m_mm,water_balance_mm,specific_yield,elevation_m,slope_deg,twi,phys_level_change_m,month_sin,month_cos,lat,lon,aquifer_type,has_sensor
EAST GODAVARI|CHINTUR,Chintur,East Godavari,9.6,98.0,87.5,94.3,3.5,8.4,88.8,617.5,0.11,72.0,1.5,11.0,0.873,1.0,0.0,17.7752,81.4449,alluvial,False
EAST GODAVARI|VARARAMACHANDRAPURAM,Vararamachandrapuram,East Godavari,9.6,98.0,87.5,94.3,4.8,11.5,88.8,565.8,0.11,95.0,1.5,11.0,0.873,1.0,0.0,17.5978,81.3802,alluvial,False
EAST GODAVARI|MAREDUMILLI,Maredumilli,East Godavari,9.6,98.0,87.5,94.3,10.5,25.2,88.8,555.6,0.11,536.0,1.5,11.0,0.873,1.0,0.0,17.6347,81.697,alluvial,False
EAST GODAVARI|DEVIPATNAM,Devipatnam,East Godavari,9.6,98.0,87.5,94.3,3.4,8.2,88.8,362.6,0.11,168.0,1.5,11.0,0.873,1.0,0.0,17.3583,81.6584,alluvial,False
EAST GODAVARI|Y. RAMAVARAM,Y. Ramavaram,East Godavari,9.6,98.0,87.5,94.3,13.5,32.4,88.8,630.6,0.11,663.0,1.5,11.0,0.873,1.0,0.0,17.8047,81.9134,alluvial,False
EAST GODAVARI|ADDATEEGALA,Addateegala,East Godavari,9.6,98.0,87.5,94.3,8.1,19.4,88.8,407.9,0.11,468.0,1.5,11.0,0.873,1.0,0.0,17.4802,82.0737,alluvial,False
EAST GODAVARI|RAJAVOMMANGI,Rajavommangi,East Godavari,9.6,98.0,87.5,94.3,7.2,17.3,88.8,441.0,0.11,174.0,1.5,11.0,0.873,1.0,0.0,17.4691,82.1803,alluvial,False
EAST GODAVARI|KOTANANDURU,Kotananduru,East Godavari,9.6,98.0,87.5,94.3,6.9,16.6,88.8,360.3,0.11,47.0,1.5,11.0,0.873,1.0,0.0,17.479,82.4746,alluvial,False
EAST GODAVARI|TUNI,Tuni,East Godavari,9.6,98.0,87.5,94.3,6.3,15.1,88.8,283.5,0.11,228.0,1.5,11.0,0.873,1.0,0.0,17.3907,82.5166,alluvial,False
EAST GODAVARI|ROWTHULAPUDI,Rowthulapudi,East Godavari,9.6,98.0,87.5,94.3,5.6,13.4,88.8,372.6,0.11,89.0,1.5,11.0,0.873,1.0,0.0,17.427,82.3683,alluvial,False
EAST GODAVARI|SANKHAVARAM,Sankhavaram,East Godavari,9.6,98.0,87.5,94.3,5.1,12.2,88.8,304.9,0.11,172.0,1.5,11.0,0.873,1.0,0.0,17.3425,82.3322,alluvial,False
EAST GODAVARI|YELESWARAM,Yeleswaram,East Godavari,9.6,98.0,87.5,94.3,6.2,14.9,88.8,219.7,0.11,277.0,1.5,11.0,0.873,1.0,0.0,17.3323,82.1126,alluvial,False
EAST GODAVARI|GANGAVARAM,Gangavaram,East Godavari,9.6,98.0,87.5,94.3,4.8,11.5,88.8,311.8,0.11,199.0,1.5,11.0,0.873,1.0,0.0,17.3826,81.9698,alluvial,False
EAST GODAVARI|RAMPACHODAVARAM,Rampachodavaram,East Godavari,9.6,98.0,87.5,94.3,5.3,12.7,88.8,392.0,0.11,253.0,1.5,11.0,0.873,1.0,0.0,17.4513,81.7853,alluvial,False
EAST GODAVARI|SEETHANAGARAM,Seethanagaram,East Godavari,9.6,98.0,87.5,94.3,3.7,8.9,88.8,191.3,0.11,21.0,1.5,11.0,0.873,1.0,0.0,17.1955,81.711,alluvial,False
EAST GODAVARI|GOKAVARAM,Gokavaram,East Godavari,9.6,98.0,87.5,94.3,3.5,8.4,88.8,221.6,0.11,65.0,1.5,11.0,0.873,1.0,0.0,17.268,81.8885,alluvial,False
EAST GODAVARI|JAGGAMPETA,Jaggampeta,East Godavari,9.6,98.0,87.5,94.3,5.3,12.7,88.8,166.3,0.11,61.0,1.5,11.0,0.873,1.0,0.0,17.2189,82.0487,alluvial,False
EAST GODAVARI|KIRLAMPUDI,Kirlampudi,East Godavari,9.6,98.0,87.5,94.3,4.5,10.8,88.8,140.2,0.11,35.0,1.5,11.0,0.873,1.0,0.0,17.2041,82.1385,alluvial,False
EAST GODAVARI|PRATHIPADU,Prathipadu,East Godavari,9.6,98.0,87.5,94.3,5.0,12.0,88.8,293.9,0.11,76.0,1.5,11.0,0.873,1.0,0.0,17.3134,82.2192,alluvial,False
EAST GODAVARI|THONDANGI,Thondangi,East Godavari,9.6,98.0,87.5,94.3,8.8,21.1,88.8,138.3,0.11,19.0,1.5,11.0,0.873,1.0,0.0,17.248,82.4605,alluvial,False
EAST GODAVARI|GOLLAPROLU,Gollaprolu,East Godavari,9.6,98.0,87.5,94.3,4.4,10.6,88.8,138.0,0.11,21.0,1.5,11.0,0.873,1.0,0.0,17.2089,82.2966,alluvial,False
EAST GODAVARI|PEDDAPURAM,Peddapuram,East Godavari,9.6,98.0,87.5,94.3,4.3,10.3,88.8,89.4,0.11,32.0,1.5,11.0,0.873,1.0,0.0,17.1041,82.1281,alluvial,False
EAST GODAVARI|GANDEPALLE,Gandepalle,East Godavari,9.6,98.0,87.5,94.3,3.9,9.4,88.8,136.4,0.11,50.0,1.5,11.0,0.873,1.0,0.0,17.1456,81.9867,alluvial,False
EAST GODAVARI|KORUKONDA,Korukonda,East Godavari,9.6,98.0,87.5,94.3,3.9,9.4,88.8,161.1,0.11,32.0,1.5,11.0,0.873,1.0,0.0,17.169,81.8084,alluvial,False
EAST GODAVARI|RAJAHMUNDRY (URBAN),Rajahmundry (Urban),East Godavari,9.6,98.0,87.5,94.3,4.1,9.8,88.8,75.3,0.11,48.0,1.5,11.0,0.873,1.0,0.0,17.0132,81.8018,alluvial,False
EAST GODAVARI|RAJAHMUNDRY RURAL,Rajahmundry Rural,East Godavari,9.6,98.0,87.5,94.3,2.0,4.8,88.8,78.4,0.11,54.0,1.5,11.0,0.873,1.0,0.0,17.0234,81.7992,alluvial,False
EAST GODAVARI|RAJANAGARAM,Rajanagaram,East Godavari,9.6,98.0,87.5,94.3,2.6,6.2,88.8,96.9,0.11,89.0,1.5,11.0,0.873,1.0,0.0,17.0551,81.9022,alluvial,False
EAST GODAVARI|RANGAMPETA,Rangampeta,East Godavari,9.6,98.0,87.5,94.3,3.8,9.1,88.8,98.9,0.11,48.0,1.5,11.0,0.873,1.0,0.0,17.0598,81.991,alluvial,False
EAST GODAVARI|SAMALKOTA,Samalkota,East Godavari,9.6,98.0,87.5,94.3,5.9,14.2,88.8,59.9,0.11,9.0,1.5,11.0,0.873,1.0,0.0,17.0297,82.1721,alluvial,False
EAST GODAVARI|PITHAPURAM,Pithapuram,East Godavari,9.6,98.0,87.5,94.3,5.5,13.2,88.8,98.1,0.11,16.0,1.5,11.0,0.873,1.0,0.0,17.148,82.2424,alluvial,False
EAST GODAVARI|KOTHAPALLE,Kothapalle,East Godavari,9.6,98.0,87.5,94.3,4.2,10.1,88.8,73.0,0.11,6.0,1.5,11.0,0.873,1.0,0.0,17.1251,82.3419,alluvial,False
EAST GODAVARI|KAKINADA (RURAL),Kakinada (Rural),East Godavari,9.6,98.0,87.5,94.3,1.7,4.1,88.8,58.2,0.11,6.0,1.5,11.0,0.873,1.0,0.0,17.0001,82.237,alluvial,False
EAST GODAVARI|KAKINADA (URBAN),Kakinada (Urban),East Godavari,9.6,98.0,87.5,94.3,4.6,11.0,88.8,64.4,0.11,8.0,1.5,11.0,0.873,1.0,0.0,16.9509,82.2411,alluvial,False
EAST GODAVARI|PEDAPUDI,Pedapudi,East Godavari,9.6,98.0,87.5,94.3,4.5,10.8,88.8,80.7,0.11,6.0,1.5,11.0,0.873,1.0,0.0,16.9549,82.1348,alluvial,False
EAST GODAVARI|BICCAVOLU,Biccavolu,East Godavari,9.6,98.0,87.5,94.3,3.0,7.2,88.8,82.6,0.11,17.0,1.5,11.0,0.873,1.0,0.0,16.9686,82.0353,alluvial,False
EAST GODAVARI|ANAPARTHY,Anaparthy,East Godavari,9.6,98.0,87.5,94.3,1.8,4.3,88.8,100.3,0.11,13.0,1.5,11.0,0.873,1.0,0.0,16.9222,81.9662,alluvial,False
EAST GODAVARI|KADIAM,Kadiam,East Godavari,9.6,98.0,87.5,94.3,1.3,3.1,88.8,98.7,0.11,17.0,1.5,11.0,0.873,1.0,0.0,16.9111,81.8259,alluvial,False
EAST GODAVARI|ATREYAPURAM,Atreyapuram,East Godavari,9.6,98.0,87.5,94.3,1.1,2.6,88.8,125.4,0.11,19.0,1.5,11.0,0.873,1.0,0.0,16.9982,81.7285,alluvial,False
EAST GODAVARI|MANDAPETA,Mandapeta,East Godavari,9.6,98.0,87.5,94.3,3.6,8.6,88.8,108.3,0.11,10.0,1.5,11.0,0.873,1.0,0.0,16.9105,81.9028,alluvial,False
EAST GODAVARI|RAYAVARAM,Rayavaram,East Godavari,9.6,98.0,87.5,94.3,2.5,6.0,88.8,147.2,0.11,12.0,1.5,11.0,0.873,1.0,0.0,16.8448,82.0023,alluvial,False
EAST GODAVARI|KARAPA,Karapa,East Godavari,9.6,98.0,87.5,94.3,2.6,6.2,88.8,107.5,0.11,4.0,1.5,11.0,0.873,1.0,0.0,16.8841,82.156,alluvial,False
EAST GODAVARI|KAJULURU,Kajuluru,East Godavari,9.6,98.0,87.5,94.3,3.0,7.2,88.8,155.6,0.11,6.0,1.5,11.0,0.873,1.0,0.0,16.8071,82.1585,alluvial,False
EAST GODAVARI|RAMACHANDRAPURAM,Ramachandrapuram,East Godavari,9.6,98.0,87.5,94.3,6.2,14.9,88.8,155.2,0.11,8.0,1.5,11.0,0.873,1.0,0.0,16.831,82.0677,alluvial,False
EAST GODAVARI|ALAMURU,Alamuru,East Godavari,9.6,98.0,87.5,94.3,1.4,3.4,88.8,147.1,0.11,12.0,1.5,11.0,0.873,1.0,0.0,16.8253,81.8619,alluvial,False
EAST GODAVARI|RAVULAPALEM,Ravulapalem,East Godavari,9.6,98.0,87.5,94.3,1.4,3.4,88.8,206.2,0.11,13.0,1.5,11.0,0.873,1.0,0.0,16.7665,81.8285,alluvial,False
EAST GODAVARI|KOTHAPETA,Kothapeta,East Godavari,9.6,98.0,87.5,94.3,2.1,5.0,88.8,243.5,0.11,14.0,1.5,11.0,0.873,1.0,0.0,16.6992,81.8838,alluvial,False
EAST GODAVARI|KAPILESWARAPURAM,Kapileswarapuram,East Godavari,9.6,98.0,87.5,94.3,1.4,3.4,88.8,194.9,0.11,8.0,1.5,11.0,0.873,1.0,0.0,16.778,81.9459,alluvial,False
EAST GODAVARI|PAMARRU,Pamarru,East Godavari,9.6,98.0,87.5,94.3,1.6,3.8,88.8,209.3,0.11,7.0,1.5,11.0,0.873,1.0,0.0,16.7371,82.0663,alluvial,False
EAST GODAVARI|THALLAREVU,Thallarevu,East Godavari,9.6,98.0,87.5,94.3,2.3,5.5,88.8,127.7,0.11,9.0,1.5,11.0,0.873,1.0,0.0,16.8168,82.2645,alluvial,False
EAST GODAVARI|I. POLAVARAM,I. Polavaram,East Godavari,9.6,98.0,87.5,94.3,1.7,4.1,88.8,200.0,0.11,5.0,1.5,11.0,0.873,1.0,0.0,16.6757,82.2712,alluvial,False
EAST GODAVARI|MUMMIDIVARAM,Mummidivaram,East Godavari,9.6,98.0,87.5,94.3,1.2,2.9,88.8,276.5,0.11,10.0,1.5,11.0,0.873,1.0,0.0,16.6437,82.0977,alluvial,False
EAST GODAVARI|AINAVILLI,Ainavilli,East Godavari,9.6,98.0,87.5,94.3,3.4,8.2,88.8,279.9,0.11,12.0,1.5,11.0,0.873,1.0,0.0,16.6682,82.0187,alluvial,False
EAST GODAVARI|P.GANNAVARAM,P.Gannavaram,East Godavari,9.6,98.0,87.5,94.3,1.4,3.4,88.8,347.1,0.11,12.0,1.5,11.0,0.873,1.0,0.0,16.6098,81.878,alluvial,False
EAST GODAVARI|AMBAJIPETA,Ambajipeta,East Godavari,9.6,98.0,87.5,94.3,1.1,2.6,88.8,316.8,0.11,7.0,1.5,11.0,0.873,1.0,0.0,16.6053,81.9761,alluvial,False
EAST GODAVARI|MAMIDIKUDURU,Mamidikuduru,East Godavari,9.6,98.0,87.5,94.3,0.7,1.7,88.8,393.5,0.11,14.0,1.5,11.0,0.873,1.0,0.0,16.5077,81.9255,alluvial,False
EAST GODAVARI|RAZOLE,Razole,East Godavari,9.6,98.0,87.5,94.3,1.4,3.4,88.8,419.4,0.11,12.0,1.5,11.0,0.873,1.0,0.0,16.4759,81.8801,alluvial,False
EAST GODAVARI|MALIKIPURAM,Malikipuram,East Godavari,9.6,98.0,87.5,94.3,1.3,3.1,88.8,421.3,0.11,20.0,1.5,11.0,0.873,1.0,0.0,16.414,81.8175,alluvial,False
EAST GODAVARI|SAKHINETIPALLE,Sakhinetipalle,East Godavari,9.6,98.0,87.5,94.3,0.9,2.2,88.8,420.9,0.11,9.0,1.5,11.0,0.873,1.0,0.0,16.3929,81.7582,alluvial,False
EAST GODAVARI|ALLAVARAM,Allavaram,East Godavari,9.6,98.0,87.5,94.3,2.3,5.5,88.8,392.7,0.11,8.0,1.5,11.0,0.873,1.0,0.0,16.4939,82.0037,alluvial,False
EAST GODAVARI|AMALAPURAM,Amalapuram,East Godavari,9.6,98.0,87.5,94.3,0.5,1.2,88.8,343.0,0.11,11.0,1.5,11.0,0.873,1.0,0.0,16.5823,82.0106,alluvial,False
EAST GODAVARI|UPPALAGUPTAM,Uppalaguptam,East Godavari,9.6,98.0,87.5,94.3,1.1,2.6,88.8,348.7,0.11,9.0,1.5,11.0,0.873,1.0,0.0,16.5489,82.0909,alluvial,False
EAST GODAVARI|KATRENIKONA,Katrenikona,East Godavari,9.6,98.0,87.5,94.3,1.2,2.9,88.8,283.8,0.11,6.0,1.5,11.0,0.873,1.0,0.0,16.5888,82.1951,alluvial,False
WEST GODAVARI|VELAIRPADU,Velairpadu,West Godavari,9.82,99.1,85.0,80.1,2.6,6.2,85.1,476.4,0.11,64.0,1.5,11.0,0.893,1.0,0.0,17.4684,81.324,alluvial,False
WEST GODAVARI|KUKUNOOR,Kukunoor,West Godavari,9.82,99.1,85.0,80.1,2.4,5.8,85.1,434.2,0.11,68.0,1.5,11.0,0.893,1.0,0.0,17.5739,81.0737,alluvial,False
WEST GODAVARI|CHINTALAPUDI,Chintalapudi,West Godavari,9.82,99.1,85.0,80.1,3.3,7.9,85.1,248.2,0.11,113.0,1.5,11.0,0.893,1.0,0.0,17.1049,80.9725,alluvial,False
WEST GODAVARI|LINGAPALEM,Lingapalem,West Godavari,9.82,99.1,85.0,80.1,3.9,9.4,85.1,192.1,0.11,90.0,1.5,11.0,0.893,1.0,0.0,16.9397,81.0531,alluvial,False
WEST GODAVARI|T.NARASAPURAM,T.Narasapuram,West Godavari,9.82,99.1,85.0,80.1,2.9,7.0,85.1,250.9,0.11,145.0,1.5,11.0,0.893,1.0,0.0,17.0838,81.0985,alluvial,False
WEST GODAVARI|JEELUGU MILLI,Jeelugu Milli,West Godavari,9.82,99.1,85.0,80.1,2.2,5.3,85.1,350.7,0.11,147.0,1.5,11.0,0.893,1.0,0.0,17.2327,81.206,alluvial,False
WEST GODAVARI|BUTTAYAGUDEM,Buttayagudem,West Godavari,9.82,99.1,85.0,80.1,5.0,12.0,85.1,346.4,0.11,193.0,1.5,11.0,0.893,1.0,0.0,17.239,81.3818,alluvial,False
WEST GODAVARI|POLAVARAM,Polavaram,West Godavari,9.82,99.1,85.0,80.1,5.5,13.2,85.1,372.2,0.11,411.0,1.5,11.0,0.893,1.0,0.0,17.3017,81.5506,alluvial,False
WEST GODAVARI|TALLAPUDI,Tallapudi,West Godavari,9.82,99.1,85.0,80.1,2.5,6.0,85.1,157.4,0.11,21.0,1.5,11.0,0.893,1.0,0.0,17.116,81.6289,alluvial,False
WEST GODAVARI|GOPALAPURAM,Gopalapuram,West Godavari,9.82,99.1,85.0,80.1,2.0,4.8,85.1,203.2,0.11,41.0,1.5,11.0,0.893,1.0,0.0,17.1339,81.5372,alluvial,False
WEST GODAVARI|KOYYALAGUDEM,Koyyalagudem,West Godavari,9.82,99.1,85.0,80.1,2.1,5.0,85.1,255.3,0.11,77.0,1.5,11.0,0.893,1.0,0.0,17.1094,81.4039,alluvial,False
WEST GODAVARI|JANGAREDDIGUDEM,Jangareddigudem,West Godavari,9.82,99.1,85.0,80.1,1.4,3.4,85.1,244.3,0.11,126.0,1.5,11.0,0.893,1.0,0.0,17.1304,81.2631,alluvial,False
WEST GODAVARI|KAMAVARAPUKOTA,Kamavarapukota,West Godavari,9.82,99.1,85.0,80.1,4.2,10.1,85.1,198.6,0.11,138.0,1.5,11.0,0.893,1.0,0.0,16.9782,81.1842,alluvial,False
WEST GODAVARI|DWARAKATIRUMALA,Dwarakatirumala,West Godavari,9.82,99.1,85.0,80.1,3.0,7.2,85.1,181.8,0.11,90.0,1.5,11.0,0.893,1.0,0.0,16.9389,81.296,alluvial,False
WEST GODAVARI|NALLAJERLA,Nallajerla,West Godavari,9.82,99.1,85.0,80.1,3.4,8.2,85.1,135.1,0.11,48.0,1.5,11.0,0.893,1.0,0.0,16.9543,81.409,alluvial,False
WEST GODAVARI|DEVARAPALLE,Devarapalle,West Godavari,9.82,99.1,85.0,80.1,1.8,4.3,85.1,119.9,0.11,88.0,1.5,11.0,0.893,1.0,0.0,17.0417,81.5266,alluvial,False
WEST GODAVARI|KOVVUR,Kovvur,West Godavari,9.82,99.1,85.0,80.1,1.5,3.6,85.1,77.5,0.11,19.0,1.5,11.0,0.893,1.0,0.0,17.0188,81.6814,alluvial,False
WEST GODAVARI|CHAGALLU,Chagallu,West Godavari,9.82,99.1,85.0,80.1,1.4,3.4,85.1,76.5,0.11,32.0,1.5,11.0,0.893,1.0,0.0,16.9838,81.6543,alluvial,False
WEST GODAVARI|NIDADAVOLE,Nidadavole,West Godavari,9.82,99.1,85.0,80.1,1.5,3.6,85.1,91.5,0.11,17.0,1.5,11.0,0.893,1.0,0.0,16.9136,81.6363,alluvial,False
WEST GODAVARI|TADEPALLIGUDEM,Tadepalligudem,West Godavari,9.82,99.1,85.0,80.1,1.2,2.9,85.1,114.2,0.11,31.0,1.5,11.0,0.893,1.0,0.0,16.8889,81.5337,alluvial,False
WEST GODAVARI|UNGUTURU,Unguturu,West Godavari,9.82,99.1,85.0,80.1,2.2,5.3,85.1,156.9,0.11,23.0,1.5,11.0,0.893,1.0,0.0,16.8314,81.4086,alluvial,False
WEST GODAVARI|BHIMADOLE,Bhimadole,West Godavari,9.82,99.1,85.0,80.1,3.6,8.6,85.1,202.0,0.11,7.0,1.5,11.0,0.893,1.0,0.0,16.7811,81.2737,alluvial,False
WEST GODAVARI|PEDAVEGI,Pedavegi,West Godavari,9.82,99.1,85.0,80.1,3.3,7.9,85.1,217.8,0.11,50.0,1.5,11.0,0.893,1.0,0.0,16.8081,81.0841,alluvial,False
WEST GODAVARI|PEDAPADU,Pedapadu,West Godavari,9.82,99.1,85.0,80.1,6.2,14.9,85.1,279.4,0.11,15.0,1.5,11.0,0.893,1.0,0.0,16.6466,81.0241,alluvial,False
WEST GODAVARI|ELURU,Eluru,West Godavari,9.82,99.1,85.0,80.1,4.4,10.6,85.1,256.6,0.11,5.0,1.5,11.0,0.893,1.0,0.0,16.6753,81.1537,alluvial,False
WEST GODAVARI|DENDULURU,Denduluru,West Godavari,9.82,99.1,85.0,80.1,3.4,8.2,85.1,218.8,0.11,16.0,1.5,11.0,0.893,1.0,0.0,16.7762,81.1767,alluvial,False
WEST GODAVARI|NIDAMARRU,Nidamarru,West Godavari,9.82,99.1,85.0,80.1,2.7,6.5,85.1,205.9,0.11,10.0,1.5,11.0,0.893,1.0,0.0,16.731,81.3977,alluvial,False
WEST GODAVARI|PENTAPADU,Pentapadu,West Godavari,9.82,99.1,85.0,80.1,1.0,2.4,85.1,155.1,0.11,12.0,1.5,11.0,0.893,1.0,0.0,16.7697,81.5292,alluvial,False
WEST GODAVARI|UNDRAJAVARAM,Undrajavaram,West Godavari,9.82,99.1,85.0,80.1,1.8,4.3,85.1,132.0,0.11,13.0,1.5,11.0,0.893,1.0,0.0,16.8204,81.6902,alluvial,False
WEST GODAVARI|PERAVALI,Peravali,West Godavari,9.82,99.1,85.0,80.1,0.6,1.4,85.1,167.7,0.11,17.0,1.5,11.0,0.893,1.0,0.0,16.7737,81.7474,alluvial,False
WEST GODAVARI|TANUKU,Tanuku,West Godavari,9.82,99.1,85.0,80.1,1.3,3.1,85.1,178.6,0.11,12.0,1.5,11.0,0.893,1.0,0.0,16.7775,81.6518,alluvial,False
WEST GODAVARI|ATTILI,Attili,West Godavari,9.82,99.1,85.0,80.1,1.9,4.6,85.1,229.4,0.11,14.0,1.5,11.0,0.893,1.0,0.0,16.6869,81.6043,alluvial,False
WEST GODAVARI|GANAPAVARAM,Ganapavaram,West Godavari,9.82,99.1,85.0,80.1,1.2,2.9,85.1,203.5,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.7179,81.5292,alluvial,False
WEST GODAVARI|AKIVIDU,Akividu,West Godavari,9.82,99.1,85.0,80.1,1.5,3.6,85.1,271.1,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.624,81.3601,alluvial,False
WEST GODAVARI|UNDI,Undi,West Godavari,9.82,99.1,85.0,80.1,2.7,6.5,85.1,282.5,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.6248,81.4711,alluvial,False
WEST GODAVARI|PALACODERU,Palacoderu,West Godavari,9.82,99.1,85.0,80.1,4.1,9.8,85.1,304.8,0.11,14.0,1.5,11.0,0.893,1.0,0.0,16.5937,81.5588,alluvial,False
WEST GODAVARI|PENUMANTRA,Penumantra,West Godavari,9.82,99.1,85.0,80.1,2.6,6.2,85.1,281.7,0.11,11.0,1.5,11.0,0.893,1.0,0.0,16.637,81.6741,alluvial,False
WEST GODAVARI|IRAGAVARAM,Iragavaram,West Godavari,9.82,99.1,85.0,80.1,1.2,2.9,85.1,241.2,0.11,12.0,1.5,11.0,0.893,1.0,0.0,16.6925,81.6957,alluvial,False
WEST GODAVARI|PENUGONDA,Penugonda,West Godavari,9.82,99.1,85.0,80.1,3.3,7.9,85.1,276.0,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.6617,81.7787,alluvial,False
WEST GODAVARI|ACHANTA,Achanta,West Godavari,9.82,99.1,85.0,80.1,0.6,1.4,85.1,342.6,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.5956,81.8262,alluvial,False
WEST GODAVARI|PODURU,Poduru,West Godavari,9.82,99.1,85.0,80.1,1.0,2.4,85.1,343.4,0.11,10.0,1.5,11.0,0.893,1.0,0.0,16.5747,81.7583,alluvial,False
WEST GODAVARI|VEERAVASARAM,Veeravasaram,West Godavari,9.82,99.1,85.0,80.1,2.2,5.3,85.1,343.4,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.5545,81.6231,alluvial,False
WEST GODAVARI|BHIMAVARAM,Bhimavaram,West Godavari,9.82,99.1,85.0,80.1,1.3,3.1,85.1,359.0,0.11,8.0,1.5,11.0,0.893,1.0,0.0,16.482,81.5112,alluvial,False
WEST GODAVARI|KALLA,Kalla,West Godavari,9.82,99.1,85.0,80.1,2.7,6.5,85.1,342.0,0.11,6.0,1.5,11.0,0.893,1.0,0.0,16.5307,81.4363,alluvial,False
WEST GODAVARI|MOGALTHUR,Mogalthur,West Godavari,9.82,99.1,85.0,80.1,1.0,2.4,85.1,388.7,0.11,6.0,1.5,11.0,0.893,1.0,0.0,16.4132,81.5939,alluvial,False
WEST GODAVARI|NARASAPURAM,Narasapuram,West Godavari,9.82,99.1,85.0,80.1,1.2,2.9,85.1,402.6,0.11,11.0,1.5,11.0,0.893,1.0,0.0,16.4145,81.66,alluvial,False
WEST GODAVARI|PALACOLE,Palacole,West Godavari,9.82,99.1,85.0,80.1,1.4,3.4,85.1,375.4,0.11,15.0,1.5,11.0,0.893,1.0,0.0,16.5318,81.6974,alluvial,False
WEST GODAVARI|YELAMANCHILI,Yelamanchili,West Godavari,9.82,99.1,85.0,80.1,1.5,3.6,85.1,406.7,0.11,12.0,1.5,11.0,0.893,1.0,0.0,16.5037,81.8039,alluvial,False
KRISHNA|VATSAVAI,Vatsavai,Krishna,9.8,99.0,89.9,76.2,2.4,5.8,81.6,268.0,0.11,64.0,1.5,11.0,0.891,1.0,0.0,16.9576,80.2054,alluvial,False
KRISHNA|JAGGAYYAPETA,Jaggayyapeta,Krishna,9.8,99.0,89.9,76.2,2.8,6.7,81.6,223.5,0.11,72.0,1.5,11.0,0.891,1.0,0.0,16.9124,80.1287,alluvial,False
KRISHNA|PENUGANCHIPROLU,Penuganchiprolu,Krishna,9.8,99.0,89.9,76.2,4.6,11.0,81.6,237.1,0.11,58.0,1.5,11.0,0.891,1.0,0.0,16.8765,80.2487,alluvial,False
KRISHNA|NANDIGAMA,Nandigama,Krishna,9.8,99.0,89.9,76.2,4.3,10.3,81.6,208.8,0.11,45.0,1.5,11.0,0.891,1.0,0.0,16.8008,80.2679,alluvial,False
KRISHNA|VEERULLAPADU,Veerullapadu,Krishna,9.8,99.0,89.9,76.2,3.8,9.1,81.6,204.3,0.11,52.0,1.5,11.0,0.891,1.0,0.0,16.7737,80.4193,alluvial,False
KRISHNA|MYLAVARAM,Mylavaram,Krishna,9.8,99.0,89.9,76.2,5.6,13.4,81.6,200.9,0.11,79.0,1.5,11.0,0.891,1.0,0.0,16.8166,80.6481,alluvial,False
KRISHNA|GAMPALAGUDEM,Gampalagudem,Krishna,9.8,99.0,89.9,76.2,3.8,9.1,81.6,282.2,0.11,92.0,1.5,11.0,0.891,1.0,0.0,17.0138,80.4736,alluvial,False
KRISHNA|TIRUVURU,Tiruvuru,Krishna,9.8,99.0,89.9,76.2,2.7,6.5,81.6,283.7,0.11,94.0,1.5,11.0,0.891,1.0,0.0,17.0712,80.6167,alluvial,False
KRISHNA|A.KONDURU,A.Konduru,Krishna,9.8,99.0,89.9,76.2,4.1,9.8,81.6,244.9,0.11,103.0,1.5,11.0,0.891,1.0,0.0,16.9656,80.6399,alluvial,False
KRISHNA|REDDIGUDEM,Reddigudem,Krishna,9.8,99.0,89.9,76.2,3.0,7.2,81.6,204.0,0.11,95.0,1.5,11.0,0.891,1.0,0.0,16.8957,80.7218,alluvial,False
KRISHNA|VISSANNAPET,Vissannapet,Krishna,9.8,99.0,89.9,76.2,3.6,8.6,81.6,222.8,0.11,124.0,1.5,11.0,0.891,1.0,0.0,16.9965,80.7568,alluvial,False
KRISHNA|CHATRAI,Chatrai,Krishna,9.8,99.0,89.9,76.2,2.9,7.0,81.6,194.9,0.11,119.0,1.5,11.0,0.891,1.0,0.0,17.0152,80.8699,alluvial,False
KRISHNA|MUSUNURU,Musunuru,Krishna,9.8,99.0,89.9,76.2,3.0,7.2,81.6,206.1,0.11,71.0,1.5,11.0,0.891,1.0,0.0,16.8622,80.9394,alluvial,False
KRISHNA|NUZVID,Nuzvid,Krishna,9.8,99.0,89.9,76.2,5.7,13.7,81.6,218.8,0.11,98.0,1.5,11.0,0.891,1.0,0.0,16.7736,80.8678,alluvial,False
KRISHNA|BAPULAPADU,Bapulapadu,Krishna,9.8,99.0,89.9,76.2,3.6,8.6,81.6,279.5,0.11,34.0,1.5,11.0,0.891,1.0,0.0,16.6568,80.9448,alluvial,False
KRISHNA|AGIRIPALLE,Agiripalle,Krishna,9.8,99.0,89.9,76.2,5.6,13.4,81.6,228.2,0.11,67.0,1.5,11.0,0.891,1.0,0.0,16.6894,80.802,alluvial,False
KRISHNA|G.KONDURU,G.Konduru,Krishna,9.8,99.0,89.9,76.2,4.8,11.5,81.6,193.3,0.11,60.0,1.5,11.0,0.891,1.0,0.0,16.7352,80.6043,alluvial,False
