source_name,source_url,source_resource_id,package_url,fetch_date,fetch_status,local_path,license,data_label,official_flag,notes
NWIC Ground Water Level Manual Quarterly Andhra Pradesh Ground Water Departments,https://nwdp.nwic.gov.in/api/3/action/resource_show?id=305c8531-759d-4fb9-abf6-7cf4341ec318,305c8531-759d-4fb9-abf6-7cf4341ec318,https://nwdp.nwic.gov.in/api/3/action/package_show?id=ground-water-level-manual-quarterly-andhra-pradesh-ground-water-departments,2026-06-12,manual_required,,Unknown,measured_public,false,"Could not fetch CKAN resource metadata: <urlopen error [Errno 8] nodename nor servname provided, or not known>. Manual step: open the NWIC/NWDP resource page, download a stable CSV/XLS/XLSX/JSON file for resource 305c8531-759d-4fb9-abf6-7cf4341ec318, and place it under data/raw/nwic/andhra_pradesh_groundwater/."
